   794.1414  763.1960  720.6366  677.2270  634.1390  591.8935  550.7455  510.8258  472.1995  434.6518  315.6105  300.3122
   870.5321  836.4341  789.2367  740.7613  692.2855  644.3811  597.3318  551.2877  506.3281  462.2071  321.6062  303.5643
   945.1134  907.9418  856.2229  802.8094  749.0820  695.6619  642.8612  590.8483  539.7165  489.1899  327.5789  306.8648
  1017.2053  977.0681  920.9864  862.8074  804.0114  745.2674  686.9145  629.1393  572.0484  515.3367  333.4388  310.1454
  1086.1185 1043.1546  982.9137  920.1911  856.5623  792.7416  729.0938  665.8229  603.0483  540.4368  339.1874  313.4347
  1151.1885 1105.5641 1041.4082  974.4086  906.2296  837.6286  768.9948  700.5482  632.4203  564.2517  344.7738  316.7060
  1211.7888 1163.6961 1095.9076 1024.9387  952.5366  879.4983  806.2355  732.9835  659.8846  586.5554  350.1486  319.9321
  1267.3359 1216.9914 1145.8881 1071.2964  995.0393  917.9497  840.4601  762.8193  685.1801  607.1367  355.2646  323.0868
  1317.2965 1264.9386 1190.8707 1113.0383 1033.3317  952.6163  871.3431  789.7730  708.0681  625.8027  360.0788  326.1460
  1361.1890 1307.0760 1230.4229 1149.7636 1067.0471  983.1670  898.5904  813.5889  728.3326  642.3785  364.5514  329.0869
  1398.5810 1342.9892 1264.1569 1181.1134 1095.8572 1009.3055  921.9390  834.0385  745.7807  656.7080  368.6469  331.8893
  1429.1045 1372.3253 1291.7419 1206.7811 1119.4812 1030.7783  941.1638  850.9260  760.2469  668.6574  372.3343  334.5351
  1452.4585 1394.7934 1312.9023 1226.5088 1137.6804 1047.3672  956.0690  864.0790  771.5836  678.1047  375.5775  336.9989
  1468.4293 1410.1828 1327.4324 1240.0962 1150.2610 1058.8865  966.4776  873.3314  779.6370  684.9106  378.2864  339.1979
  1476.8965 1418.3832 1335.2350 1247.4587 1157.1500 1065.2724  972.3337  878.6326  784.3596  689.0281  380.4123  341.0797
  1477.7432 1419.2855 1336.2130 1248.5128 1158.2784 1066.4725  973.6022  879.9661  785.7547  690.4819  382.0498  342.7494
  1470.9106 1412.8341 1330.3152 1243.2121 1153.6050 1062.4503  970.2518  877.3058  783.8011  689.2554  383.1979  344.2075
  1456.4705 1399.0965 1317.6033 1231.6124 1143.1797 1053.2501  962.3207  870.6836  778.5248  685.3684  383.8558  345.4504
  1434.5747 1378.2151 1298.2074 1213.8313 1127.1078 1038.9648  949.8898  860.1686  769.9826  678.8654  384.0276  346.4767
  1405.4656 1350.4166 1272.3332 1190.0538 1105.5539 1019.7395  933.0851  845.8678  758.2626  669.8154  383.7208  347.2862
  1369.4945 1316.0349 1240.2880 1160.5583 1078.7671  995.7936  912.0968  827.9428  743.4985  658.3241  382.9499  347.8816
  1327.0524 1275.4503 1202.4327 1125.6810 1047.0541  967.4014  887.1644  806.5975  725.8582  644.5234  381.7317  348.2653
  1278.5825 1229.0952 1159.1832 1085.8178 1010.7869  934.9059  858.5971  782.1019  705.5681  628.5930  380.0904  348.4424
  1224.5523 1177.4180 1110.9608 1041.3612  970.3279  898.6380  826.6919  754.7167  682.8490  610.7088  378.0509  348.4157
  1165.5020 1120.9358 1058.2475  992.7547  926.0784  858.9536  791.7564  724.6979  657.9032  591.0171  375.5758  348.1256
  1101.9985 1060.1889 1001.5443  940.4548  878.4473  816.2116  754.0984  692.3021  630.9365  569.6741  372.6622  347.5492
  1034.6687  995.7746  941.4048  884.9689  827.8951  770.8264  714.0874  657.8560  602.2339  546.9228  369.4172  346.7769
   964.1592  928.3091  878.4024  826.8262  774.9063  723.2372  672.1164  621.7044  572.0900  523.0051  365.9075  345.8526
   891.1757  858.4671  813.1676  766.6092  720.0122  673.9214  628.6063  584.2091  540.8054  498.1579  362.1618  344.7790
   816.5803  787.0793  746.4848  705.0518  663.8929  623.5021  584.1202  545.8707  508.8154  472.7486  358.3235  343.6706
