    -0.6025    1.4610  755.8825  754.6844  753.4832  752.2737  751.0610  749.8400  748.6160  747.3845  745.9739  744.4542  742.9313  741.4001  739.8661  738.3240  736.7796  735.2274  733.6736  732.1123  730.5499  728.9809  727.3857  727.1560  726.9299  726.7013  726.4769
   726.2507  726.0293  725.8064  725.5887  725.3658   -0.3615    1.4610  755.8828  754.6846  753.4831  752.2733  751.0604  749.8393  748.6155  747.3845  745.9759  744.4577  742.9372  741.4088  739.8785  738.3408  736.8015  735.2552  733.7079  732.1539  730.5996  729.0397
   727.4547  727.2259  726.9959  726.7589  726.5275  726.2954  726.0692  725.8426  725.6225  725.3983   -0.1205    1.4610  755.8545  754.6380  753.4284  752.2200  751.0183  749.8181  748.6248  747.4335  746.0954  744.6470  743.2061  741.7672  740.3358  738.9065  737.4847
   736.0643  734.6511  733.2391  731.8342  730.4298  729.0325  727.6421  726.2707  724.8840  724.8681  724.8481  724.8290  724.8055  724.7833  724.7569    0.1205    1.4610  751.9933  751.9892  751.9794  751.9586  751.9325  751.8956  751.8538  751.8017  751.7449  751.6786
   751.6085  751.5292  751.4463  751.3549  751.2606  751.1582  751.0537  750.9419  750.8284  750.7088  750.5879  750.4616  750.3352  750.2038  750.0777  749.9513  749.8301  749.7093  749.5947  749.4811    0.3615    1.4610  751.9773  751.9619  751.9458  751.9242  751.9025
   751.8755  751.8488  751.8172  751.7862  751.7507  751.7163  751.6776  751.6403  751.5994  751.5603  751.5180  751.4779  751.4351  751.3950  751.3528  751.3138  751.2731  751.2359  751.1976  751.1634  751.1285  751.0982  751.0677  751.0426  751.0180    0.6025    1.4610
   751.9769  751.9609  751.9441  751.9218  751.8993  751.8717  751.8445  751.8125  751.7813  751.7458  751.7115  751.6733  751.6367  751.5968  751.5591  751.5184  751.4805  751.4401  751.4029  751.3639  751.3286  751.2919  751.2594  751.2260  751.1973  751.1684  751.1444
   751.1208  751.1030  751.0861   -0.9640    1.2523  755.8817  754.6825  753.4804  752.2698  751.0564  749.8346  748.6100  747.3780  745.9664  744.4461  742.9229  741.3913  739.8571  738.3147  736.7701  735.2176  733.6633  732.1016  730.5385  728.9689  727.3726  727.1417
   726.9141  726.6840  726.4584  726.2311  726.0091  725.7856  725.5678  725.3449   -0.7230    1.2523  755.8819  754.6828  753.4806  752.2700  751.0562  749.8340  748.6090  747.3764  745.9639  744.4430  742.9193  741.3873  739.8526  738.3097  736.7648  735.2121  733.6578
   732.0962  730.5338  728.9650  727.3703  727.1394  726.9131  726.6852  726.4623  726.2378  726.0186  725.7982  725.5834  725.3636   -0.4820    1.2523  755.8824  754.6839  753.4822  752.2721  751.0591  749.8376  748.6133  747.3818  745.9716  744.4523  742.9303  741.4001
   739.8677  738.3273  736.7851  735.2353  733.6841  732.1257  730.5666  729.0013  727.4102  727.1785  726.9507  726.7206  726.4950  726.2674  726.0448  725.8207  725.6020  725.3784   -0.2410    1.2523  755.8685  754.6612  753.4555  752.2466  751.0396  749.8293  748.6212
   747.4106  746.0383  744.5557  743.0755  741.5925  740.1118  738.6280  737.1469  735.6628  734.1815  732.6974  731.2166  729.7331  728.2532  726.7621  726.6298  726.4832  726.3396  726.1935  726.0509  725.9063  725.7660  725.6214    0.0000    1.2523  752.0243  752.0403
   752.0399  752.0181  751.9808  751.9233  751.8509  751.7589  751.6535  751.5304  751.3951  751.2428  751.0796  750.9002  750.7105  750.5054  750.2909  750.0626  749.8264  749.5778  749.3218  749.0545  748.7861  748.5111  748.2440  747.9803  747.7249  747.4733  747.2310
   746.9925    0.2410    1.2523  751.9772  751.9619  751.9460  751.9240  751.9016  751.8736  751.8453  751.8115  751.7776  751.7386  751.6997  751.6557  751.6123  751.5642  751.5170  751.4654  751.4152  751.3610  751.3085  751.2525  751.1986  751.1417  751.0874  751.0306
   750.9768  750.9213  750.8695  750.8167  750.7685  750.7202    0.4820    1.2523  751.9767  751.9607  751.9439  751.9210  751.8979  751.8695  751.8412  751.8079  751.7753  751.7380  751.7019  751.6615  751.6228  751.5804  751.5402  751.4969  751.4561  751.4129  751.3729
   751.3310  751.2927  751.2532  751.2179  751.1818  751.1504  751.1188  751.0925  751.0665  751.0464  751.0275    0.7230    1.2523  751.9768  751.9609  751.9441  751.9214  751.8985  751.8702  751.8420  751.8088  751.7764  751.7393  751.7034  751.6634  751.6249  751.5829
   751.5430  751.5002  751.4600  751.4174  751.3781  751.3369  751.2996  751.2609  751.2267  751.1918  751.1616  751.1314  751.1065  751.0821  751.0637  751.0466    0.9640    1.2523  751.9773  751.9621  751.9462  751.9246  751.9029  751.8759  751.8494  751.8179  751.7871
