     -0.603     1.461    90.757    52.738    37.011    28.452    23.097    19.452    16.824    14.856    13.343    12.156    11.215    10.464     9.866     9.396     9.036     8.775     8.605     8.526     8.538     8.650
      8.877     9.235     9.764    10.520    11.601    13.172    15.557    19.456    26.733    44.450    -0.361     1.461    90.757    52.737    37.010    28.451    23.096    19.450    16.822    14.854    13.341    12.154
     11.212    10.461     9.864     9.394     9.034     8.773     8.604     8.524     8.537     8.649     8.876     9.235     9.764    10.521    11.601    13.173    15.557    19.456    26.732    44.443    -0.120     1.461
     90.716    52.690    36.961    28.401    23.046    19.401    16.773    14.806    13.292    12.106    11.164    10.413     9.815     9.344     8.983     8.720     8.549     8.467     8.477     8.586     8.808     9.160
      9.682    10.430    11.498    13.052    15.410    19.267    26.467    43.993     0.120     1.461    85.772    49.852    34.994    26.905    21.842    18.395    15.912    14.054    12.624    11.504    10.614     9.905
      9.341     8.898     8.558     8.312     8.153     8.079     8.094     8.200     8.412     8.753     9.255     9.974    11.000    12.492    14.756    18.457    25.364    42.174     0.361     1.461    85.752    49.829
     34.970    26.881    21.818    18.370    15.888    14.030    12.600    11.479    10.589     9.880     9.315     8.871     8.531     8.284     8.124     8.049     8.062     8.166     8.376     8.714     9.212     9.926
     10.945    12.428    14.678    18.357    25.223    41.934     0.603     1.461    85.752    49.829    34.969    26.880    21.817    18.370    15.887    14.029    12.599    11.478    10.589     9.879     9.315     8.871
      8.530     8.283     8.123     8.048     8.061     8.165     8.374     8.711     9.210     9.923    10.941    12.423    14.672    18.348    25.210    41.912    -0.964     1.252    90.758    52.738    37.011    28.452
     23.097    19.452    16.824    14.856    13.343    12.156    11.215    10.464     9.866     9.396     9.036     8.775     8.606     8.526     8.538     8.651     8.877     9.236     9.765    10.521    11.602    13.174
     15.559    19.459    26.737    44.455    -0.723     1.252    81.956    47.605    33.391    25.653    20.808    17.507    15.126    13.342    11.968    10.890    10.033     9.348     8.802     8.371     8.039     7.795
      7.635     7.554     7.556     7.648     7.837     8.145     8.604     9.263    10.208    11.586    13.679    17.104    23.501    39.080    -0.482     1.252    81.955    47.605    33.391    25.652    20.807    17.506
     15.125    13.341    11.967    10.888    10.031     9.346     8.799     8.368     8.036     7.792     7.631     7.550     7.551     7.643     7.831     8.138     8.596     9.255    10.198    11.573    13.663    17.083
     23.470    39.023    -0.241     1.252    81.937    47.583    33.368    25.629    20.784    17.483    15.102    13.318    11.944    10.865    10.008     9.322     8.776     8.344     8.011     7.766     7.604     7.522
      7.522     7.612     7.798     8.102     8.557     9.211    10.148    11.515    13.592    16.992    23.342    38.804     0.000     1.252    77.488    45.040    31.613    24.299    19.718    16.597    14.347    12.661
     11.363    10.344     9.535     8.888     8.372     7.965     7.652     7.423     7.273     7.199     7.204     7.290     7.471     7.766     8.205     8.836     9.740    11.056    13.056    16.329    22.441    37.321
      0.241     1.252    77.436    44.980    31.550    24.236    19.655    16.534    14.285    12.600    11.303    10.284     9.474     8.827     8.311     7.903     7.589     7.359     7.206     7.131     7.132     7.214
