 -0.144600E+01 -0.177000E+01  0.326473E+04
 -0.144600E+01 -0.165200E+01  0.325919E+04
 -0.144600E+01 -0.153400E+01  0.325847E+04
 -0.144600E+01 -0.141600E+01  0.325730E+04
 -0.144600E+01 -0.129800E+01  0.325543E+04
 -0.144600E+01 -0.118000E+01  0.325318E+04
 -0.144600E+01 -0.106200E+01  0.325051E+04
 -0.144600E+01 -0.944000E+00  0.324778E+04
 -0.144600E+01 -0.826000E+00  0.324473E+04
 -0.144600E+01 -0.708000E+00  0.324151E+04
 -0.144600E+01 -0.590000E+00  0.323804E+04
 -0.144600E+01 -0.472000E+00  0.323445E+04
 -0.144600E+01 -0.354000E+00  0.323075E+04
 -0.144600E+01 -0.236000E+00  0.322700E+04
 -0.144600E+01 -0.118000E+00  0.322328E+04
 -0.144600E+01 -0.777156E-15  0.321957E+04
 -0.144600E+01  0.118000E+00  0.321599E+04
 -0.144600E+01  0.236000E+00  0.321244E+04
 -0.144600E+01  0.354000E+00  0.320903E+04
 -0.144600E+01  0.472000E+00  0.320562E+04
 -0.144600E+01  0.590000E+00  0.320232E+04
 -0.144600E+01  0.708000E+00  0.319909E+04
 -0.144600E+01  0.826000E+00  0.319642E+04
 -0.144600E+01  0.944000E+00  0.319404E+04
 -0.144600E+01  0.106200E+01  0.319212E+04
 -0.144600E+01  0.118000E+01  0.319034E+04
 -0.144600E+01  0.129800E+01  0.318900E+04
 -0.144600E+01  0.141600E+01  0.318780E+04
 -0.144600E+01  0.153400E+01  0.318708E+04
 -0.144600E+01  0.165200E+01  0.318650E+04
 -0.144600E+01  0.177000E+01  0.317322E+04
 -0.120500E+01 -0.177000E+01  0.327110E+04
 -0.120500E+01 -0.165200E+01  0.326455E+04
 -0.120500E+01 -0.153400E+01  0.326344E+04
 -0.120500E+01 -0.141600E+01  0.326219E+04
 -0.120500E+01 -0.129800E+01  0.326045E+04
 -0.120500E+01 -0.118000E+01  0.325856E+04
 -0.120500E+01 -0.106200E+01  0.325596E+04
 -0.120500E+01 -0.944000E+00  0.325298E+04
 -0.120500E+01 -0.826000E+00  0.324952E+04
 -0.120500E+01 -0.708000E+00  0.324598E+04
 -0.120500E+01 -0.590000E+00  0.324213E+04
 -0.120500E+01 -0.472000E+00  0.323825E+04
 -0.120500E+01 -0.354000E+00  0.323419E+04
 -0.120500E+01 -0.236000E+00  0.323016E+04
 -0.120500E+01 -0.118000E+00  0.322609E+04
 -0.120500E+01 -0.777156E-15  0.322210E+04
 -0.120500E+01  0.118000E+00  0.321822E+04
 -0.120500E+01  0.236000E+00  0.321449E+04
 -0.120500E+01  0.354000E+00  0.321105E+04
 -0.120500E+01  0.472000E+00  0.320775E+04
 -0.120500E+01  0.590000E+00  0.320478E+04
 -0.120500E+01  0.708000E+00  0.320152E+04
 -0.120500E+01  0.826000E+00  0.319854E+04
 -0.120500E+01  0.944000E+00  0.319578E+04
 -0.120500E+01  0.106200E+01  0.319346E+04
 -0.120500E+01  0.118000E+01  0.319136E+04
 -0.120500E+01  0.129800E+01  0.318974E+04
 -0.120500E+01  0.141600E+01  0.318833E+04
 -0.120500E+01  0.153400E+01  0.318743E+04
 -0.120500E+01  0.165200E+01  0.318675E+04
 -0.120500E+01  0.177000E+01  0.317154E+04
 -0.964000E+00 -0.177000E+01  0.326340E+04
 -0.964000E+00 -0.165200E+01  0.325783E+04
 -0.964000E+00 -0.153400E+01  0.325704E+04
 -0.964000E+00 -0.141600E+01  0.325574E+04
 -0.964000E+00 -0.129800E+01  0.325361E+04
 -0.964000E+00 -0.118000E+01  0.325106E+04
 -0.964000E+00 -0.106200E+01  0.324808E+04
 -0.964000E+00 -0.944000E+00  0.324504E+04
 -0.964000E+00 -0.826000E+00  0.324163E+04
 -0.964000E+00 -0.708000E+00  0.323804E+04
 -0.964000E+00 -0.590000E+00  0.323414E+04
 -0.964000E+00 -0.472000E+00  0.323013E+04
 -0.964000E+00 -0.354000E+00  0.322597E+04
 -0.964000E+00 -0.236000E+00  0.322179E+04
 -0.964000E+00 -0.118000E+00  0.321757E+04
 -0.964000E+00 -0.777156E-15  0.321340E+04
 -0.964000E+00  0.118000E+00  0.320927E+04
 -0.964000E+00  0.236000E+00  0.320513E+04
 -0.964000E+00  0.354000E+00  0.320104E+04
 -0.964000E+00  0.472000E+00  0.319691E+04
 -0.964000E+00  0.590000E+00  0.319304E+04
 -0.964000E+00  0.708000E+00  0.318969E+04
 -0.964000E+00  0.826000E+00  0.318692E+04
 -0.964000E+00  0.944000E+00  0.318439E+04
 -0.964000E+00  0.106200E+01  0.318232E+04
 -0.964000E+00  0.118000E+01  0.318045E+04
