   758.6907  729.4094  689.2759  648.4936  608.1781  568.8241  530.6723  493.8445  458.3997  424.1401  315.8624  301.9146
   808.7545  777.4512  734.3395  690.3006  646.5178  603.5183  561.5615  520.7814  481.2465  442.7389  320.5237  304.8007
   857.6291  824.3538  778.3380  731.1238  683.9609  637.4081  591.7430  547.1117  503.5917  460.9458  325.1538  307.7033
   904.8894  869.7133  820.8972  770.6209  720.1974  670.2164  620.9728  572.6244  525.2575  478.6161  329.7147  310.5966
   950.0854  913.0987  861.6152  808.4214  754.8910  701.6427  648.9881  597.0963  546.0617  495.6106  334.2085  313.5016
   992.7846  954.0956  900.1035  844.1653  787.7117  731.3889  675.5241  620.2968  565.8093  511.7712  338.5981  316.3964
  1032.5796  992.3131  935.9958  877.5132  818.3488  759.1741  700.3310  642.0085  584.3164  526.9484  342.8477  319.2597
  1069.0903 1027.3867  968.9504  908.1483  846.5119  784.7359  723.1753  662.0281  601.4107  541.0025  346.9233  322.0707
  1101.9611 1058.9756  998.6481  935.7748  871.9303  807.8296  743.8396  680.1662  616.9317  553.8030  350.7930  324.8101
  1130.8631 1086.7645 1024.7936  960.1194  894.3535  828.2289  762.1226  696.2476  630.7313  565.2293  354.4269  327.4591
  1155.5252 1110.4927 1047.1421  980.9546  913.5729  845.7450  777.8563  710.1257  642.6848  575.1799  357.7993  330.0015
  1175.6446 1129.8702 1065.4220  998.0293  929.3590  860.1709  790.8571  721.6411  652.6577  583.5457  360.8834  332.4209
  1190.9804 1144.6632 1079.4109 1011.1338  941.5167  871.3277  800.9637  730.6511  660.5273  590.2250  363.6472  334.6944
  1201.4323 1154.7728 1089.0106 1020.1699  949.9470  879.1154  808.0754  737.0559  666.1958  595.1244  366.0159  336.7509
  1206.9376 1160.1427 1094.1741 1025.1003  954.6214  883.5129  812.1762  740.8407  669.6464  598.2205  367.9377  338.5309
  1207.4586 1160.7366 1094.8683 1025.8964  955.5177  884.5059  813.2616  742.0137  670.9015  599.5528  369.5091  340.1387
  1203.0061 1156.5636 1091.1004 1022.5636  952.6397  882.0974  811.3341  740.5766  669.9630  599.1230  370.7335  341.5788
  1193.6273 1147.6672 1082.9089 1015.1360  946.0173  876.3130  806.4152  736.5475  666.8451  596.9418  371.6096  342.8481
  1179.4372 1134.1555 1070.3925 1003.7024  935.7299  867.2227  798.5659  729.9779  661.5902  593.0424  372.1406  343.9458
  1160.5948 1116.1791 1053.6900  988.3894  921.8911  854.9274  787.8740  720.9428  654.2603  587.4735  372.3321  344.8721
  1137.3156 1093.9450 1032.9947  969.3747  904.6624  839.5714  774.4662  709.5507  644.9456  580.3064  372.1941  345.6291
  1109.8431 1067.6883 1008.5280  946.8638  884.2313  821.3230  758.4907  695.9292  633.7520  571.6251  371.7388  346.2196
  1078.4556 1037.6790  980.5459  921.0961  860.8182  800.3817  740.1244  680.2312  620.8076  561.5315  370.9819  346.6483
  1043.5634 1004.3110  949.4178  892.4127  834.7333  777.0244  719.6094  662.6630  606.2830  550.1608  369.9458  346.9244
  1004.0798  966.5533  914.1968  859.9574  805.2130  750.5790  696.3619  642.7250  589.7578  537.1675  368.5181  346.9663
   965.9107  930.0325  880.0878  828.4744  776.5183  724.8125  673.6513  623.1913  573.5166  524.3531  366.9641  346.8421
   919.9649  886.0983  839.1071  790.7083  742.1561  694.0075  646.5362  599.8848  554.1278  509.0100  364.8569  346.4135
   875.1125  843.1913  799.0498  753.7515  708.4854  663.7783  619.8872  576.9441  535.0165  493.8689  362.7330  345.9365
   827.9074  798.0352  756.8952  714.8615  673.0537  631.9659  591.8368  552.7873  514.8766  477.8899  360.3900  345.3182
   780.4965  752.6856  714.5606  675.8035  637.4660  600.0103  563.6586  528.5210  494.6493  461.8503  358.0809  344.7439
