 -0.602500E+00  0.146098E+01  0.252556E+01  0.136516E-03
 -0.361500E+00  0.146098E+01  0.337706E+01  0.479230E-03
 -0.120500E+00  0.146098E+01  0.366273E+01  0.621493E-03
  0.120500E+00  0.146098E+01  0.295029E+01  0.457302E-03
  0.361500E+00  0.146098E+01  0.376139E+01  0.648437E-03
  0.602500E+00  0.146098E+01  0.418698E+01  0.418796E-03
 -0.964000E+00  0.125227E+01  0.162766E+01  0.107201E-03
 -0.723000E+00  0.125227E+01  0.605454E+01  0.758723E-04
 -0.482000E+00  0.125227E+01  0.384166E+01  0.156702E-03
 -0.241000E+00  0.125227E+01  0.337174E+01  0.750487E-03
  0.000000E+00  0.125227E+01  0.345102E+01  0.570067E-03
  0.241000E+00  0.125227E+01  0.347983E+01  0.571675E-03
  0.482000E+00  0.125227E+01  0.392048E+01  0.461314E-03
  0.723000E+00  0.125227E+01  0.436942E+01  0.188240E-03
  0.964000E+00  0.125227E+01  0.135393E+01  0.378032E-03
 -0.108450E+01  0.104356E+01  0.235817E+01  0.563262E-04
 -0.843500E+00  0.104356E+01  0.886558E+00  0.282217E-03
 -0.602500E+00  0.104356E+01  0.172176E+01  0.281286E-03
 -0.361500E+00  0.104356E+01  0.236327E+01  0.497303E-03
 -0.120500E+00  0.104356E+01  0.297546E+01  0.649622E-03
  0.120500E+00  0.104356E+01  0.345380E+01  0.458176E-03
  0.361500E+00  0.104356E+01  0.306459E+01  0.575482E-03
  0.602500E+00  0.104356E+01  0.263783E+01  0.271447E-03
  0.843500E+00  0.104356E+01  0.326607E+01  0.145179E-03
  0.108450E+01  0.104356E+01  0.355296E+01  0.302006E-03
 -0.120500E+01  0.834848E+00  0.265191E+01  0.298204E-03
 -0.964000E+00  0.834848E+00  0.263385E+01  0.244846E-03
 -0.723000E+00  0.834848E+00  0.151694E+01  0.321591E-03
 -0.482000E+00  0.834848E+00  0.205172E+01  0.403358E-03
 -0.241000E+00  0.834848E+00  0.281568E+01  0.287601E-03
  0.000000E+00  0.834848E+00  0.332170E+01  0.349888E-03
  0.241000E+00  0.834848E+00  0.312947E+01  0.696437E-03
  0.482000E+00  0.834848E+00  0.340838E+01  0.360477E-03
  0.723000E+00  0.834848E+00  0.472233E+01  0.196655E-03
  0.964000E+00  0.834848E+00  0.376923E+01  0.221174E-03
  0.120500E+01  0.834848E+00  0.183767E+01  0.179172E-03
 -0.132550E+01  0.626136E+00  0.842786E+00  0.351497E-03
 -0.108450E+01  0.626136E+00  0.262509E+01  0.186888E-03
 -0.843500E+00  0.626136E+00  0.267269E+01  0.151574E-03
 -0.602500E+00  0.626136E+00  0.208836E+01  0.158910E-03
 -0.361500E+00  0.626136E+00  0.213973E+01  0.279503E-03
 -0.120500E+00  0.626136E+00  0.223595E+01  0.514791E-03
  0.120500E+00  0.626136E+00  0.290222E+01  0.342360E-03
  0.361500E+00  0.626136E+00  0.373730E+01  0.608143E-03
  0.602500E+00  0.626136E+00  0.458912E+01  0.457568E-03
  0.843500E+00  0.626136E+00  0.367884E+01  0.399604E-03
  0.108450E+01  0.626136E+00  0.313386E+01  0.410697E-03
  0.132550E+01  0.626136E+00  0.340720E+01  0.218456E-03
 -0.144600E+01  0.417424E+00  0.624841E+01  0.909568E-04
 -0.120500E+01  0.417424E+00  0.894008E+00  0.314232E-03
 -0.964000E+00  0.417424E+00  0.254408E+01  0.200674E-03
 -0.723000E+00  0.417424E+00  0.245159E+01  0.334636E-03
 -0.482000E+00  0.417424E+00  0.209877E+01  0.410917E-03
 -0.241000E+00  0.417424E+00  0.250521E+01  0.438210E-03
  0.000000E+00  0.417424E+00  0.145329E+01  0.224077E-03
  0.241000E+00  0.417424E+00  0.393399E+01  0.105106E-03
  0.482000E+00  0.417424E+00  0.394414E+01  0.302880E-03
