   740.4737  711.6255  672.1571  632.1298  592.6452  554.1907  517.0022  481.1975  446.8329  413.7146  309.2111  295.7559  780.7939  750.3033  708.4164  665.7450  623.4459  582.0329  541.7570  502.7464  465.0646  428.5019  312.6985  297.8035  820.1756  788.0854  743.8426  698.5953  653.5541  609.2585  565.9741  523.8391
   482.9243  443.0043  316.1864  299.8887  858.2378  824.6068  778.0945  730.3655  682.6819  635.6081  589.4241  544.2772  500.2454  457.0882  319.6490  301.9995  894.6153  859.5165  810.8421  760.7489  710.5481  660.8276  611.8808  563.8640  516.8620  470.6196  323.0573  304.1202  928.9704  892.4881  841.7760  789.4546
   736.8817  684.6675  633.1181  582.3986  532.5999  483.4534  326.3631  306.2159  960.9865  923.2209  870.6178  816.2277  761.4515  706.9200  652.9512  599.7180  547.3173  495.4678  329.5083  308.2351  990.3596  951.4241  897.0965  840.8194  784.0326  727.3861  671.2085  615.6799  560.9026  506.5838  332.5208  310.2197
  1016.8107  976.8304  920.9618  862.9977  804.4131  745.8744  687.7202  630.1368  573.2316  516.7013  335.3799  312.1590 1040.0891  999.1991  941.9882  882.5540  822.4016  762.2122  702.3327  642.9553  584.1913  525.7287  338.0641  314.0407 1059.9749 1018.3196  959.9785  899.3053  837.8306  776.2481  714.9117  654.0183
   593.6830  533.5858  340.5548  315.8537 1076.2778 1034.0094  974.7616  913.0931  850.5551  787.8510  725.3405  663.2243  601.6204  540.2028  342.8348  317.5874 1088.8393 1046.1165  986.1952  923.7858  860.4544  796.9119  733.5221  670.4888  607.9321  545.5214  344.8896  319.2327 1097.5433 1054.5295  994.1746  931.2860
   867.4392  803.3498  739.3844  675.7486  612.5642  549.4974  346.7067  320.7810 1102.3113 1059.1730  998.6290  935.5277  871.4487  807.1096  742.8779  678.9605  615.4796  552.1003  348.2770  322.2254 1103.1021 1060.0069  999.5202  936.4752  872.4498  808.1606  743.9750  680.0997  616.6568  553.3117  349.5927  323.5598
  1099.9135 1057.0285  996.8450  934.1247  870.4381  806.4984  742.6711  679.1615  616.0912  553.1272  350.6495  324.7793 1092.7835 1050.2727  990.6342  928.5032  865.4372  802.1432  738.9830  676.1597  613.7932  551.5540  351.4446  325.8798 1081.7919 1039.8146  980.9556  919.6707  857.4992  795.1391  732.9476  671.1242
   609.7864  548.6096  351.9764  326.8575 1067.0466 1025.7578  967.9054  907.7139  846.6994  785.5494  724.6152  664.0925  604.0960  544.3081  352.2261  327.6913 1048.6855 1008.2367  951.6131  892.7562  833.1540  773.4803  714.0790  655.1411  596.7779  538.6801  352.1335  328.3052 1026.8985  987.4337  932.2501  874.9583
   817.0126  759.0714  701.4693  644.3918  587.9460  531.8318  351.7823  328.7805 1001.9087  963.5621  910.0157  854.5038  798.4431  742.4737  686.9203  631.9616  577.7001  523.8465  351.2012  329.1401  973.9657  936.8607  885.1328  831.5986  777.6329  723.8557  670.5804  617.9784  566.1468  514.8085  350.4025  329.3870
   943.3517  907.5996  857.8537  806.4756  754.7943  703.4080  652.6179  602.5872  553.4073  504.8141  349.4011  329.5258  910.3701  876.0693  828.4497  779.3853  730.1557  681.3359  633.2137  585.9441  539.6117  493.9668  348.2127  329.5609  875.3524  842.5868  797.2170  750.6010  703.9665  657.8635  612.5660  568.2197
   524.9028  482.3802  346.8556  329.4988  838.6478  807.4864  764.4681  720.4114  676.4896  633.2271  590.8832  549.5940  509.4307  470.1739  345.3488  329.3456  800.6312  771.1266  730.5371  689.1243  648.0055  607.6783  568.3869  530.2576  493.3544  457.4738  343.7108  329.1063  761.8670  734.0498  695.9340  657.2143
   618.9510  581.6144  545.4337  510.5249  476.9448  444.5066  342.0229  328.8434
