    1 4.288427
    2 4.288583
    3 4.291109
    4 4.293301
    5 4.295071
    6 4.296732
    7 4.297872
    8 4.298840
    9 4.299611
   10 4.300895
   11 4.302024
   12 4.303130
   13 4.304016
   14 4.304978
   15 4.305881
   16 4.306910
   17 4.308018
   18 4.309279
   19 4.310715
   20 4.312277
   21 4.314011
   22 4.315712
   23 4.317561
   24 4.319297
   25 4.321817
   26 4.325514
   27 4.326706
   28 4.325709
   29 4.325574
   30 4.325189
   31 4.325713
