 -0.144600E+01 -0.177000E+01  0.157076E+01  0.431207E+01
 -0.144600E+01 -0.165200E+01  0.157072E+01  0.431644E+01
 -0.144600E+01 -0.153400E+01  0.157064E+01  0.432519E+01
 -0.144600E+01 -0.141600E+01  0.157057E+01  0.433585E+01
 -0.144600E+01 -0.129800E+01  0.157049E+01  0.434825E+01
 -0.144600E+01 -0.118000E+01  0.157042E+01  0.436173E+01
 -0.144600E+01 -0.106200E+01  0.157035E+01  0.437574E+01
 -0.144600E+01 -0.944000E+00  0.157029E+01  0.439057E+01
 -0.144600E+01 -0.826000E+00  0.157023E+01  0.440587E+01
 -0.144600E+01 -0.708000E+00  0.157018E+01  0.442184E+01
 -0.144600E+01 -0.590000E+00  0.157015E+01  0.443820E+01
 -0.144600E+01 -0.472000E+00  0.157012E+01  0.445503E+01
 -0.144600E+01 -0.354000E+00  0.157010E+01  0.447215E+01
 -0.144600E+01 -0.236000E+00  0.157010E+01  0.448949E+01
 -0.144600E+01 -0.118000E+00  0.157010E+01  0.450697E+01
 -0.144600E+01 -0.777156E-15  0.157011E+01  0.452419E+01
 -0.144600E+01  0.118000E+00  0.157011E+01  0.454414E+01
 -0.144600E+01  0.236000E+00  0.157007E+01  0.456677E+01
 -0.144600E+01  0.354000E+00  0.157002E+01  0.458972E+01
 -0.144600E+01  0.472000E+00  0.157001E+01  0.461197E+01
 -0.144600E+01  0.590000E+00  0.157002E+01  0.463368E+01
 -0.144600E+01  0.708000E+00  0.157004E+01  0.465435E+01
 -0.144600E+01  0.826000E+00  0.157008E+01  0.467432E+01
 -0.144600E+01  0.944000E+00  0.157013E+01  0.469310E+01
 -0.144600E+01  0.106200E+01  0.157020E+01  0.471110E+01
 -0.144600E+01  0.118000E+01  0.157027E+01  0.472786E+01
 -0.144600E+01  0.129800E+01  0.157036E+01  0.474384E+01
 -0.144600E+01  0.141600E+01  0.157046E+01  0.475861E+01
 -0.144600E+01  0.153400E+01  0.157057E+01  0.477261E+01
 -0.144600E+01  0.165200E+01  0.157068E+01  0.478592E+01
 -0.144600E+01  0.177000E+01  0.157074E+01  0.479278E+01
 -0.120500E+01 -0.177000E+01  0.157078E+01  0.431059E+01
 -0.120500E+01 -0.165200E+01  0.157075E+01  0.431505E+01
 -0.120500E+01 -0.153400E+01  0.157068E+01  0.432398E+01
 -0.120500E+01 -0.141600E+01  0.157061E+01  0.433496E+01
 -0.120500E+01 -0.129800E+01  0.157055E+01  0.434769E+01
 -0.120500E+01 -0.118000E+01  0.157047E+01  0.436150E+01
 -0.120500E+01 -0.106200E+01  0.157040E+01  0.437584E+01
 -0.120500E+01 -0.944000E+00  0.157034E+01  0.439105E+01
 -0.120500E+01 -0.826000E+00  0.157027E+01  0.440670E+01
