  5235.6499 5244.1025
    -0.6025    1.4610 5235.7383 5235.8633 5236.0249 5236.2129 5236.4302 5236.6685 5236.9302 5237.2075 5237.5039 5237.8105 5238.1313 5238.4585 5238.7954 5239.1333 5239.4756 5239.8154 5240.1548 5240.4868 5240.8140 5241.1284 5241.4336 5241.7217 5241.9956 5242.2480 5242.4810 5242.6875 5242.8701 5243.0200 5243.1396 5243.2178
    -0.3615    1.4610 5235.7383 5235.8628 5236.0239 5236.2119 5236.4292 5236.6670 5236.9287 5237.2061 5237.5024 5237.8091 5238.1304 5238.4570 5238.7935 5239.1313 5239.4741 5239.8130 5240.1523 5240.4839 5240.8101 5241.1235 5241.4277 5241.7148 5241.9878 5242.2393 5242.4712 5242.6768 5242.8584 5243.0083 5243.1265 5243.2041
    -0.1205    1.4610 5235.7378 5235.8623 5236.0225 5236.2100 5236.4263 5236.6626 5236.9229 5237.1992 5237.4937 5237.7993 5238.1187 5238.4438 5238.7793 5239.1167 5239.4580 5239.7969 5240.1357 5240.4663 5240.7935 5241.1079 5241.4131 5241.7012 5241.9761 5242.2290 5242.4634 5242.6709 5242.8545 5243.0063 5243.1265 5243.2056
     0.1205    1.4610 5235.7378 5235.8623 5236.0229 5236.2100 5236.4268 5236.6636 5236.9243 5237.2007 5237.4961 5237.8022 5238.1226 5238.4482 5238.7847 5239.1221 5239.4639 5239.8032 5240.1421 5240.4736 5240.8003 5241.1147 5241.4199 5241.7080 5241.9824 5242.2349 5242.4683 5242.6753 5242.8579 5243.0088 5243.1284 5243.2070
     0.3615    1.4610 5235.7383 5235.8633 5236.0249 5236.2134 5236.4302 5236.6685 5236.9302 5237.2080 5237.5039 5237.8115 5238.1328 5238.4600 5238.7964 5239.1353 5239.4780 5239.8179 5240.1582 5240.4897 5240.8174 5241.1328 5241.4385 5241.7275 5242.0020 5242.2549 5242.4893 5242.6968 5242.8799 5243.0303 5243.1499 5243.2275
     0.6025    1.4610 5235.7383 5235.8633 5236.0249 5236.2134 5236.4302 5236.6675 5236.9292 5237.2051 5237.5005 5237.8066 5238.1265 5238.4526 5238.7876 5239.1250 5239.4668 5239.8047 5240.1431 5240.4741 5240.8003 5241.1138 5241.4180 5241.7056 5241.9790 5242.2305 5242.4644 5242.6709 5242.8540 5243.0044 5243.1240 5243.2021
    -0.9640    1.2523 5235.7378 5235.8623 5236.0229 5236.2114 5236.4287 5236.6665 5236.9282 5237.2051 5237.5005 5237.8076 5238.1279 5238.4546 5238.7905 5239.1274 5239.4697 5239.8081 5240.1465 5240.4771 5240.8032 5241.1177 5241.4224 5241.7095 5241.9829 5242.2344 5242.4678 5242.6738 5242.8564 5243.0068 5243.1265 5243.2051
    -0.7230    1.2523 5235.7441 5235.8774 5236.0493 5236.2495 5236.4814 5236.7349 5237.0132 5237.3081 5237.6230 5237.9492 5238.2900 5238.6377 5238.9951 5239.3540 5239.7173 5240.0776 5240.4370 5240.7886 5241.1348 5241.4673 5241.7905 5242.0942 5242.3838 5242.6499 5242.8960 5243.1133 5243.3062 5243.4629 5243.5869 5243.6670
    -0.4820    1.2523 5235.7446 5235.8789 5236.0518 5236.2539 5236.4858 5236.7402 5237.0195 5237.3154 5237.6318 5237.9595 5238.3013 5238.6499 5239.0078 5239.3682 5239.7319 5240.0928 5240.4531 5240.8047 5241.1519 5241.4849 5241.8076 5242.1118 5242.4019 5242.6680 5242.9141 5243.1309 5243.3223 5243.4790 5243.6025 5243.6821
    -0.2410    1.2523 5235.7446 5235.8789 5236.0522 5236.2539 5236.4868 5236.7417 5237.0225 5237.3193 5237.6362 5237.9648 5238.3086 5238.6592 5239.0190 5239.3809 5239.7471 5240.1094 5240.4717 5240.8257 5241.1743 5241.5088 5241.8325 5242.1382 5242.4272 5242.6934 5242.9390 5243.1548 5243.3452 5243.5005 5243.6226 5243.7002
     0.0000    1.2523 5235.7446 5235.8789 5236.0522 5236.2544 5236.4878 5236.7437 5237.0239 5237.3218 5237.6382 5237.9673 5238.3101 5238.6592 5239.0186 5239.3789 5239.7437 5240.1050 5240.4658 5240.8174 5241.1636 5241.4956 5241.8184 5242.1216 5242.4097 5242.6748 5242.9185 5243.1338 5243.3232 5243.4780 5243.6006 5243.6782
     0.2410    1.2523 5235.7446 5235.8779 5236.0503 5236.2510 5236.4824 5236.7368 5237.0146 5237.3101 5237.6255 5237.9517 5238.2930 5238.6406 5238.9985 5239.3574 5239.7212 5240.0815 5240.4419 5240.7935 5241.1396 5241.4722 5241.7959 5242.1006 5242.3901 5242.6567 5242.9033 5243.1216 5243.3140 5243.4722 5243.5977 5243.6792
     0.4820    1.2523 5235.7446 5235.8794 5236.0527 5236.2554 5236.4888 5236.7446 5237.0254 5237.3228 5237.6401 5237.9688 5238.3120 5238.6621 5239.0210 5239.3818 5239.7471 5240.1084 5240.4688 5240.8213 5241.1675 5241.5005 5241.8232 5242.1265 5242.4146 5242.6797 5242.9233 5243.1392 5243.3291 5243.4834 5243.6050 5243.6821
     0.7230    1.2523 5235.7451 5235.8809 5236.0552 5236.2583 5236.4922 5236.7490 5237.0303 5237.3281 5237.6455 5237.9746 5238.3179 5238.6675 5239.0269 5239.3867 5239.7515 5240.1123 5240.4722 5240.8237 5241.1694 5241.5015 5241.8228 5242.1250 5242.4121 5242.6753 5242.9185 5243.1323 5243.3198 5243.4727 5243.5928 5243.6675
     0.9640    1.2523 5235.7378 5235.8613 5236.0220 5236.2085 5236.4238 5236.6602 5236.9209 5237.1963 5237.4912 5237.7964 5238.1167 5238.4429 5238.7783 5239.1157 5239.4580 5239.7979 5240.1377 5240.4702 5240.7974 5241.1133 5241.4194 5241.7090 5241.9844 5242.2388 5242.4736 5242.6821 5242.8672 5243.0195 5243.1401 5243.2207
    -1.0845    1.0436 5235.7383 5235.8628 5236.0239 5236.2119 5236.4287 5236.6660 5236.9268 5237.2036 5237.4990 5237.8052 5238.1255 5238.4521 5238.7881 5239.1260 5239.4673 5239.8071 5240.1455 5240.4771 5240.8042 5241.1177 5241.4229 5241.7104 5241.9844 5242.2358 5242.4692 5242.6758 5242.8589 5243.0083 5243.1279 5243.2061
    -0.8435    1.0436 5235.7446 5235.8784 5236.0513 5236.2524 5236.4839 5236.7378 5237.0166 5237.3120 5237.6274 5237.9546 5238.2964 5238.6445 5239.0029 5239.3633 5239.7271 5240.0889 5240.4502 5240.8027 5241.1494 5241.4834 5241.8071 5242.1123 5242.4028 5242.6699 5242.9165 5243.1343 5243.3262 5243.4839 5243.6084 5243.6890
    -0.6025    1.0436 5235.7495 5235.8911 5236.0732 5236.2856 5236.5298 5236.7979 5237.0913 5237.4033 5237.7354 5238.0796 5238.4399 5238.8062 5239.1826 5239.5610 5239.9429 5240.3218 5240.7002 5241.0684 5241.4316 5241.7803 5242.1182 5242.4360 5242.7373 5243.0142 5243.2695 5243.4956 5243.6943 5243.8564 5243.9844 5244.0659
    -0.3615    1.0436 5235.7495 5235.8906 5236.0718 5236.2842 5236.5283 5236.7969 5237.0908 5237.4028 5237.7354 5238.0801 5238.4399 5238.8071 5239.1841 5239.5625 5239.9458 5240.3257 5240.7046 5241.0742 5241.4390 5241.7896 5242.1294 5242.4502 5242.7539 5243.0342 5243.2925 5243.5225 5243.7236 5243.8896 5244.0205 5244.1045
    -0.1205    1.0436 5235.7500 5235.8906 5236.0728 5236.2852 5236.5293 5236.7979 5237.0913 5237.4033 5237.7358 5238.0806 5238.4404 5238.8076 5239.1846 5239.5625 5239.9453 5240.3252 5240.7036 5241.0737 5241.4385 5241.7891 5242.1294 5242.4502 5242.7549 5243.0361 5243.2964 5243.5264 5243.7290 5243.8965 5244.0288 5244.1152
     0.1205    1.0436 5235.7500 5235.8911 5236.0732 5236.2856 5236.5303 5236.7983 5237.0923 5237.4043 5237.7368 5238.0820 5238.4424 5238.8096 5239.1875 5239.5664 5239.9507 5240.3320 5240.7119 5241.0840 5241.4497 5241.8018 5242.1431 5242.4644 5242.7710 5243.0518 5243.3115 5243.5415 5243.7441 5243.9106 5244.0415 5244.1260
     0.3615    1.0436 5235.7495 5235.8906 5236.0713 5236.2827 5236.5264 5236.7939 5237.0869 5237.3984 5237.7300 5238.0747 5238.4346 5238.8013 5239.1787 5239.5576 5239.9419 5240.3232 5240.7036 5241.0757 5241.4414 5241.7939 5242.1348 5242.4565 5242.7622 5243.0430 5243.3018 5243.5312 5243.7324 5243.8975 5244.0273 5244.1104
     0.6025    1.0436 5235.7495 5235.8906 5236.0728 5236.2852 5236.5303 5236.7983 5237.0928 5237.4048 5237.7373 5238.0815 5238.4409 5238.8066 5239.1821 5239.5591 5239.9399 5240.3169 5240.6934 5241.0605 5241.4224 5241.7690 5242.1064 5242.4233 5242.7246 5243.0020 5243.2578 5243.4844 5243.6841 5243.8472 5243.9756 5244.0581
     0.8435    1.0436 5235.7446 5235.8784 5236.0508 5236.2524 5236.4839 5236.7383 5237.0171 5237.3130 5237.6274 5237.9551 5238.2969 5238.6445 5239.0020 5239.3613 5239.7256 5240.0859 5240.4458 5240.7974 5241.1440 5241.4771 5241.7998 5242.1040 5242.3936 5242.6597 5242.9053 5243.1221 5243.3140 5243.4717 5243.5957 5243.6763
     1.0845    1.0436 5235.7378 5235.8623 5236.0234 5236.2119 5236.4292 5236.6670 5236.9287 5237.2061 5237.5020 5237.8091 5238.1294 5238.4565 5238.7925 5239.1299 5239.4717 5239.8110 5240.1499 5240.4810 5240.8076 5241.1211 5241.4263 5241.7139 5241.9878 5242.2402 5242.4741 5242.6812 5242.8647 5243.0156 5243.1357 5243.2144
    -1.2050    0.8348 5235.7378 5235.8623 5236.0220 5236.2095 5236.4253 5236.6621 5236.9219 5237.1978 5237.4917 5237.7969 5238.1167 5238.4419 5238.7764 5239.1128 5239.4536 5239.7920 5240.1299 5240.4609 5240.7866 5241.1001 5241.4053 5241.6929 5241.9673 5242.2202 5242.4541 5242.6611 5242.8452 5242.9966 5243.1177 5243.1978
    -0.9640    0.8348 5235.7446 5235.8779 5236.0513 5236.2529 5236.4854 5236.7407 5237.0205 5237.3174 5237.6343 5237.9619 5238.3047 5238.6533 5239.0122 5239.3721 5239.7363 5240.0972 5240.4575 5240.8096 5241.1553 5241.4878 5241.8101 5242.1138 5242.4028 5242.6680 5242.9131 5243.1304 5243.3213 5243.4780 5243.6025 5243.6826
    -0.7230    0.8348 5235.7495 5235.8906 5236.0728 5236.2852 5236.5298 5236.7979 5237.0923 5237.4043 5237.7373 5238.0820 5238.4424 5238.8101 5239.1875 5239.5664 5239.9507 5240.3315 5240.7109 5241.0825 5241.4487 5241.7998 5242.1406 5242.4624 5242.7671 5243.0479 5243.3071 5243.5366 5243.7378 5243.9033 5244.0332 5244.1172
    -0.4820    0.8348 5235.7549 5235.9043 5236.0967 5236.3208 5236.5786 5236.8618 5237.1719 5237.5005 5237.8506 5238.2139 5238.5933 5238.9790 5239.3755 5239.7739 5240.1768 5240.5757 5240.9741 5241.3633 5241.7456 5242.1133 5242.4692 5242.8047 5243.1230 5243.4160 5243.6860 5243.9243 5244.1343 5244.3057 5244.4414 5244.5273
    -0.2410    0.8348 5235.7554 5235.9043 5236.0962 5236.3198 5236.5786 5236.8608 5237.1709 5237.4995 5237.8501 5238.2139 5238.5938 5238.9805 5239.3784 5239.7778 5240.1816 5240.5830 5240.9824 5241.3730 5241.7578 5242.1274 5242.4854 5242.8228 5243.1436 5243.4380 5243.7100 5243.9507 5244.1621 5244.3359 5244.4731 5244.5610
     0.0000    0.8348 5235.7549 5235.9038 5236.0942 5236.3179 5236.5752 5236.8579 5237.1670 5237.4961 5237.8462 5238.2095 5238.5894 5238.9761 5239.3735 5239.7734 5240.1782 5240.5791 5240.9800 5241.3716 5241.7568 5242.1279 5242.4873 5242.8267 5243.1489 5243.4453 5243.7192 5243.9624 5244.1758 5244.3516 5244.4902 5244.5801
     0.2410    0.8348 5235.7549 5235.9043 5236.0962 5236.3208 5236.5791 5236.8633 5237.1743 5237.5044 5237.8560 5238.2212 5238.6016 5238.9897 5239.3882 5239.7886 5240.1929 5240.5942 5240.9941 5241.3853 5241.7695 5242.1396 5242.4980 5242.8354 5243.1562 5243.4507 5243.7227 5243.9634 5244.1743 5244.3477 5244.4849 5244.5732
     0.4820    0.8348 5235.7554 5235.9058 5236.0986 5236.3237 5236.5825 5236.8662 5237.1772 5237.5073 5237.8579 5238.2212 5238.6001 5238.9863 5239.3823 5239.7803 5240.1826 5240.5815 5240.9790 5241.3677 5241.7500 5242.1167 5242.4727 5242.8081 5243.1260 5243.4180 5243.6875 5243.9258 5244.1348 5244.3052 5244.4390 5244.5239
     0.7230    0.8348 5235.7495 5235.8901 5236.0708 5236.2817 5236.5244 5236.7910 5237.0835 5237.3931 5237.7246 5238.0679 5238.4272 5238.7939 5239.1709 5239.5498 5239.9336 5240.3149 5240.6958 5241.0679 5241.4351 5241.7886 5242.1309 5242.4541 5242.7617 5243.0439 5243.3052 5243.5356 5243.7393 5243.9067 5244.0386 5244.1245
     0.9640    0.8348 5235.7446 5235.8784 5236.0518 5236.2539 5236.4863 5236.7412 5237.0215 5237.3184 5237.6348 5237.9629 5238.3047 5238.6533 5239.0117 5239.3716 5239.7358 5240.0957 5240.4561 5240.8076 5241.1538 5241.4858 5241.8086 5242.1118 5242.4004 5242.6660 5242.9111 5243.1274 5243.3188 5243.4746 5243.5977 5243.6772
     1.2050    0.8348 5235.7378 5235.8613 5236.0220 5236.2085 5236.4238 5236.6602 5236.9194 5237.1948 5237.4897 5237.7949 5238.1147 5238.4399 5238.7754 5239.1128 5239.4551 5239.7944 5240.1333 5240.4653 5240.7920 5241.1074 5241.4131 5241.7017 5241.9771 5242.2300 5242.4644 5242.6729 5242.8569 5243.0088 5243.1299 5243.2095
    -1.3255    0.6261 5235.7383 5235.8623 5236.0229 5236.2104 5236.4272 5236.6646 5236.9253 5237.2017 5237.4966 5237.8027 5238.1226 5238.4487 5238.7842 5239.1211 5239.4629 5239.8018 5240.1406 5240.4712 5240.7974 5241.1113 5241.4165 5241.7046 5241.9785 5242.2310 5242.4653 5242.6733 5242.8569 5243.0083 5243.1294 5243.2095
    -1.0845    0.6261 5235.7446 5235.8799 5236.0532 5236.2559 5236.4893 5236.7456 5237.0269 5237.3242 5237.6421 5237.9717 5238.3149 5238.6660 5239.0254 5239.3862 5239.7520 5240.1133 5240.4746 5240.8267 5241.1724 5241.5054 5241.8276 5242.1313 5242.4199 5242.6841 5242.9287 5243.1445 5243.3345 5243.4907 5243.6133 5243.6914
    -0.8435    0.6261 5235.7495 5235.8906 5236.0713 5236.2827 5236.5264 5236.7939 5237.0874 5237.3984 5237.7305 5238.0757 5238.4355 5238.8032 5239.1802 5239.5601 5239.9438 5240.3252 5240.7056 5241.0771 5241.4438 5241.7964 5242.1382 5242.4604 5242.7671 5243.0488 5243.3101 5243.5405 5243.7441 5243.9111 5244.0430 5244.1294
    -0.6025    0.6261 5235.7549 5235.9038 5236.0957 5236.3193 5236.5762 5236.8584 5237.1680 5237.4966 5237.8462 5238.2095 5238.5889 5238.9756 5239.3726 5239.7725 5240.1768 5240.5776 5240.9775 5241.3691 5241.7539 5242.1245 5242.4829 5242.8223 5243.1440 5243.4399 5243.7134 5243.9556 5244.1689 5244.3447 5244.4839 5244.5737
    -0.3615    0.6261 5235.7598 5235.9150 5236.1138 5236.3462 5236.6143 5236.9082 5237.2300 5237.5713 5237.9355 5238.3135 5238.7080 5239.1104 5239.5234 5239.9385 5240.3584 5240.7749 5241.1904 5241.5967 5241.9966 5242.3809 5242.7529 5243.1035 5243.4360 5243.7417 5244.0234 5244.2715 5244.4897 5244.6670 5244.8057 5244.8931
    -0.1205    0.6261 5235.7588 5235.9131 5236.1118 5236.3442 5236.6123 5236.9062 5237.2285 5237.5708 5237.9360 5238.3145 5238.7095 5239.1128 5239.5259 5239.9429 5240.3638 5240.7812 5241.1982 5241.6050 5242.0059 5242.3916 5242.7651 5243.1172 5243.4512 5243.7588 5244.0425 5244.2930 5244.5142 5244.6953 5244.8389 5244.9316
     0.1205    0.6261 5235.7598 5235.9150 5236.1147 5236.3486 5236.6172 5236.9116 5237.2339 5237.5762 5237.9399 5238.3184 5238.7119 5239.1138 5239.5259 5239.9409 5240.3594 5240.7749 5241.1895 5241.5947 5241.9932 5242.3770 5242.7485 5243.0991 5243.4321 5243.7393 5244.0225 5244.2734 5244.4941 5244.6758 5244.8188 5244.9121
     0.3615    0.6261 5235.7593 5235.9141 5236.1138 5236.3457 5236.6138 5236.9067 5237.2280 5237.5688 5237.9316 5238.3086 5238.7017 5239.1030 5239.5146 5239.9287 5240.3477 5240.7627 5241.1768 5241.5825 5241.9810 5242.3643 5242.7349 5243.0850 5243.4175 5243.7227 5244.0049 5244.2544 5244.4736 5244.6533 5244.7954 5244.8862
     0.6025    0.6261 5235.7549 5235.9043 5236.0962 5236.3203 5236.5786 5236.8613 5237.1719 5237.5005 5237.8516 5238.2153 5238.5942 5238.9810 5239.3784 5239.7773 5240.1816 5240.5815 5240.9814 5241.3721 5241.7563 5242.1260 5242.4844 5242.8223 5243.1440 5243.4399 5243.7124 5243.9541 5244.1670 5244.3413 5244.4790 5244.5684
     0.8435    0.6261 5235.7500 5235.8911 5236.0737 5236.2861 5236.5312 5236.8008 5237.0962 5237.4092 5237.7432 5238.0903 5238.4521 5238.8213 5239.1997 5239.5806 5239.9658 5240.3477 5240.7280 5241.0996 5241.4653 5241.8169 5242.1567 5242.4775 5242.7817 5243.0615 5243.3198 5243.5483 5243.7500 5243.9141 5244.0444 5244.1279
     1.0845    0.6261 5235.7441 5235.8774 5236.0488 5236.2495 5236.4814 5236.7349 5237.0137 5237.3091 5237.6240 5237.9507 5238.2925 5238.6396 5238.9971 5239.3569 5239.7207 5240.0811 5240.4414 5240.7935 5241.1396 5241.4731 5241.7959 5242.1006 5242.3901 5242.6562 5242.9019 5243.1187 5243.3101 5243.4673 5243.5913 5243.6714
     1.3255    0.6261 5235.7378 5235.8618 5236.0220 5236.2100 5236.4258 5236.6631 5236.9238 5237.2002 5237.4951 5237.8018 5238.1221 5238.4487 5238.7847 5239.1226 5239.4648 5239.8042 5240.1431 5240.4746 5240.8013 5241.1162 5241.4209 5241.7095 5241.9829 5242.2354 5242.4688 5242.6753 5242.8584 5243.0088 5243.1284 5243.2070
    -1.4460    0.4174 5235.7383 5235.8633 5236.0244 5236.2124 5236.4297 5236.6675 5236.9297 5237.2070 5237.5024 5237.8091 5238.1304 5238.4570 5238.7935 5239.1309 5239.4731 5239.8125 5240.1514 5240.4824 5240.8081 5241.1221 5241.4258 5241.7129 5241.9858 5242.2368 5242.4692 5242.6748 5242.8569 5243.0063 5243.1250 5243.2017
    -1.2050    0.4174 5235.7446 5235.8789 5236.0522 5236.2539 5236.4868 5236.7422 5237.0220 5237.3184 5237.6348 5237.9619 5238.3042 5238.6533 5239.0107 5239.3711 5239.7358 5240.0967 5240.4575 5240.8101 5241.1572 5241.4912 5241.8145 5242.1201 5242.4097 5242.6763 5242.9224 5243.1401 5243.3320 5243.4893 5243.6133 5243.6934
    -0.9640    0.4174 5235.7495 5235.8901 5236.0708 5236.2822 5236.5259 5236.7930 5237.0859 5237.3970 5237.7290 5238.0728 5238.4326 5238.7993 5239.1758 5239.5537 5239.9370 5240.3169 5240.6963 5241.0664 5241.4316 5241.7832 5242.1235 5242.4453 5242.7510 5243.0322 5243.2925 5243.5234 5243.7271 5243.8940 5244.0264 5244.1123
    -0.7230    0.4174 5235.7554 5235.9062 5236.0991 5236.3242 5236.5830 5236.8667 5237.1772 5237.5073 5237.8584 5238.2227 5238.6025 5238.9907 5239.3887 5239.7891 5240.1938 5240.5947 5240.9951 5241.3872 5241.7729 5242.1431 5242.5010 5242.8398 5243.1606 5243.4565 5243.7280 5243.9688 5244.1812 5244.3545 5244.4902 5244.5781
    -0.4820    0.4174 5235.7593 5235.9146 5236.1138 5236.3472 5236.6152 5236.9097 5237.2329 5237.5747 5237.9399 5238.3188 5238.7134 5239.1167 5239.5293 5239.9448 5240.3652 5240.7812 5241.1968 5241.6025 5242.0020 5242.3857 5242.7578 5243.1089 5243.4419 5243.7480 5244.0303 5244.2803 5244.5010 5244.6821 5244.8252 5244.9185
