   770.1313  740.1899  699.1061  657.3070  615.9303  575.4811  536.2050  498.2269  461.6077  426.1425  313.9303  299.4980  829.8860  797.4864  752.7852  707.0339  661.4531  616.5871  572.7043  529.9445  488.3798  447.7810  318.7304  302.1544  888.2216  853.4260  805.1996  755.5972  705.9198  656.7505  608.3794  560.9610
   514.5782  468.9784  323.5237  304.8606  944.6096  907.5018  855.8727  802.5527  748.9204  695.5961  642.8913  590.9745  539.9389  489.5096  328.2131  307.5353  998.5167  959.2049  904.3320  847.4677  790.0645  732.7780  675.9401  619.7326  564.2589  509.2221  332.8121  310.2131 1049.4243 1008.0385  950.1126  889.9120
   828.9585  767.9414  707.2115  646.9632  587.3093  527.9327  337.2860  312.8785 1096.8437 1053.5340  992.7757  929.4791  865.2309  800.7510  736.4078  672.4078  608.8724  545.4654  341.5967  315.5109 1140.3196 1095.2550 1031.9124  965.7906  898.5350  830.8937  763.2515  695.8252  628.7444  561.6556  345.7075  318.0899
  1179.4359 1132.8026 1067.1492  998.5004  928.5542  858.0839  787.4885  716.9947  646.7391  576.3528  349.5851  320.5968 1213.8178 1165.8174 1098.1494 1027.2967  955.0030  882.0636  808.8900  735.7172  662.6883  589.4208  353.1980  323.0136 1243.1316 1193.9796 1124.6137 1051.9023  977.6277  902.6037  827.2524  751.8160
   676.4426  600.7385  356.5188  325.3242 1267.0901 1217.0140 1146.2841 1072.0783  996.2097  919.5069  842.4005  765.1384  687.8730  610.2014  359.5223  327.5138 1285.4641 1234.7005 1162.9544 1087.6335 1010.5737  932.6146  854.1933  775.5616  696.8755  617.7250  362.1882  329.5696 1298.0758 1246.8677 1174.4628 1098.4170
  1020.5809  941.8010  862.5184  782.9877  703.3668  623.2413  364.4989  331.4805 1304.8081 1253.4003 1180.6972 1104.3212 1026.1290  946.9704  867.2879  787.3374  707.2776  626.6918  366.4319  333.2285 1305.6158 1254.2529 1181.6107 1105.2962 1027.1645  948.0648  868.4396  788.5448  708.5391  628.0063  367.9157  334.7430
  1300.5034 1249.4343 1177.2182 1101.3627 1023.7130  945.1134  866.0037  786.6382  707.1746  627.1994  368.9296  335.9955 1289.4891 1238.9632 1167.5395 1092.5424 1015.7984  938.1432  860.0117  781.6549  703.2284  624.3236  369.5558  337.0726 1272.6883 1222.9500 1152.6774 1078.9298 1003.5070  927.2317  850.5319  773.6538
   696.7495  619.4183  369.8016  337.9780 1250.2777 1201.5632 1132.7889 1060.6695  986.9699  912.4964  837.6673  762.7231  687.8114  612.5412  369.6733  338.7112 1222.4904 1175.0258 1108.0819 1037.9529  966.3613  894.0932  821.5555  748.9811  676.5122  603.7698  369.1814  339.2741 1189.6064 1143.6054 1078.8061 1011.0103
   941.8910  872.2103  802.3620  732.5700  662.9702  593.1978  368.3381  339.6683 1151.9620 1107.6239 1045.2619  980.1188  913.8111  847.0741  780.2863  713.6617  647.3287  580.9387  367.1600  339.8982 1109.9313 1067.4390 1007.7834  945.5866  882.4026  818.9369  755.5509  692.4475  629.7472  567.1188  365.6649  339.9677
  1063.9373 1023.4557  966.7487  907.7628  847.9837  788.0843  728.4077  669.1446  610.4067  551.8822  363.8748  339.8832 1014.4285  976.1029  922.5584  867.0169  810.8910  754.8188  699.1235  643.9829  589.4989  535.3808  361.8119  339.6505  961.8980  925.8521  875.6525  823.7547  771.4943  719.4724  667.9912  617.2148
   567.2347  517.7824  359.5026  339.2779  906.8636  873.1984  826.4927  778.4020  730.1815  682.3933  635.3180  589.1048  543.8349  499.2625  356.9739  338.7739  849.8824  818.6737  775.5741  731.4141  687.3656  643.9513  601.4286  559.9320  519.5314  480.0046  354.2514  338.1439  791.6549  762.9542  723.5358  683.3882
   643.5988  604.6498  566.7758  530.0959  494.6686  460.2958  351.4343  337.4631
