    1 4.167483
    2 4.172083
    3 4.181960
    4 4.194070
    5 4.208384
    6 4.223824
    7 4.240255
    8 4.257562
    9 4.275666
   10 4.294422
   11 4.313750
   12 4.333478
   13 4.353523
   14 4.373682
   15 4.393809
   16 4.416944
   17 4.443099
   18 4.469487
   19 4.495510
   20 4.520889
   21 4.545559
   22 4.569319
   23 4.592153
   24 4.613899
   25 4.634574
   26 4.654047
   27 4.672370
   28 4.689411
   29 4.704957
   30 4.721158
   31 4.729879
