    -0.6025    1.4610  751.9757  751.9584  751.9397  751.9146  751.8891  751.8579  751.8265  751.7899  751.7539  751.7132  751.6733  751.6292  751.5867  751.5404  751.4961  751.4488  751.4040  751.3567  751.3124  751.2663  751.2239  751.1802  751.1407  751.1005  751.0653
   751.0300  751.0004  750.9713  750.9488  750.9279   -0.3615    1.4610  751.9755  751.9577  751.9386  751.9132  751.8871  751.8555  751.8239  751.7870  751.7506  751.7096  751.6696  751.6255  751.5828  751.5366  751.4924  751.4452  751.4005  751.3534  751.3095  751.2637
   751.2216  751.1782  751.1392  751.0995  751.0646  751.0297  751.0005  750.9719  750.9497  750.9293   -0.1205    1.4610  751.9754  751.9574  751.9381  751.9124  751.8863  751.8544  751.8226  751.7857  751.7493  751.7083  751.6682  751.6242  751.5815  751.5353  751.4911
   751.4439  751.3994  751.3523  751.3084  751.2626  751.2206  751.1773  751.1383  751.0985  751.0638  751.0289  750.9998  750.9711  750.9491  750.9289    0.1205    1.4610  751.9752  751.9568  751.9371  751.9112  751.8847  751.8526  751.8204  751.7832  751.7465  751.7052
   751.6649  751.6207  751.5779  751.5316  751.4875  751.4402  751.3957  751.3487  751.3049  751.2593  751.2175  751.1745  751.1356  751.0963  751.0618  751.0273  750.9985  750.9703  750.9485  750.9287    0.3615    1.4610  751.9755  751.9578  751.9387  751.9133  751.8873
   751.8556  751.8239  751.7870  751.7507  751.7096  751.6695  751.6254  751.5826  751.5363  751.4919  751.4447  751.3998  751.3526  751.3086  751.2625  751.2203  751.1766  751.1374  751.0975  751.0624  751.0273  750.9979  750.9692  750.9469  750.9265    0.6025    1.4610
   751.9757  751.9584  751.9397  751.9147  751.8892  751.8580  751.8268  751.7905  751.7545  751.7140  751.6744  751.6306  751.5883  751.5423  751.4982  751.4511  751.4066  751.3594  751.3155  751.2694  751.2271  751.1834  751.1439  751.1038  751.0685  751.0330  751.0031
   750.9738  750.9509  750.9298   -0.9640    1.2523  751.9752  751.9568  751.9369  751.9108  751.8840  751.8517  751.8194  751.7820  751.7451  751.7036  751.6632  751.6187  751.5759  751.5295  751.4852  751.4380  751.3935  751.3465  751.3028  751.2571  751.2155  751.1725
   751.1339  751.0946  751.0604  751.0262  750.9975  750.9697  750.9483  750.9287   -0.7230    1.2523  751.9746  751.9555  751.9347  751.9076  751.8796  751.8457  751.8118  751.7725  751.7336  751.6900  751.6474  751.6006  751.5553  751.5064  751.4596  751.4099  751.3628
   751.3133  751.2671  751.2193  751.1752  751.1301  751.0894  751.0483  751.0122  750.9764  750.9464  750.9174  750.8952  750.8750   -0.4820    1.2523  751.9749  751.9564  751.9363  751.9097  751.8823  751.8490  751.8155  751.7766  751.7380  751.6947  751.6523  751.6057
   751.5604  751.5117  751.4649  751.4149  751.3677  751.3180  751.2716  751.2233  751.1789  751.1333  751.0922  751.0505  751.0140  750.9775  750.9470  750.9173  750.8945  750.8736   -0.2410    1.2523  751.9748  751.9560  751.9356  751.9087  751.8810  751.8475  751.8136
   751.7745  751.7357  751.6921  751.6495  751.6026  751.5572  751.5081  751.4610  751.4109  751.3636  751.3137  751.2671  751.2188  751.1744  751.1288  751.0878  751.0463  751.0100  750.9740  750.9436  750.9144  750.8918  750.8714    0.0000    1.2523  751.9748  751.9562
   751.9358  751.9090  751.8812  751.8477  751.8138  751.7747  751.7359  751.6924  751.6498  751.6029  751.5576  751.5086  751.4618  751.4119  751.3645  751.3149  751.2685  751.2204  751.1762  751.1308  751.0899  751.0486  751.0124  750.9763  750.9462  750.9170  750.8944
   750.8740    0.2410    1.2523  751.9747  751.9557  751.9351  751.9081  751.8803  751.8467  751.8128  751.7737  751.7349  751.6915  751.6490  751.6023  751.5571  751.5082  751.4615  751.4117  751.3646  751.3151  751.2689  751.2208  751.1767  751.1314  751.0906  751.0491
   751.0128  750.9768  750.9465  750.9170  750.8944  750.8738    0.4820    1.2523  751.9747  751.9559  751.9353  751.9083  751.8805  751.8467  751.8128  751.7736  751.7347  751.6911  751.6484  751.6016  751.5562  751.5073  751.4603  751.4105  751.3633  751.3137  751.2674
   751.2193  751.1751  751.1298  751.0891  751.0478  751.0116  750.9756  750.9455  750.9163  750.8939  750.8735    0.7230    1.2523  751.9753  751.9573  751.9378  751.9116  751.8846  751.8517  751.8184  751.7799  751.7417  751.6985  751.6563  751.6097  751.5645  751.5157
   751.4689  751.4189  751.3715  751.3217  751.2750  751.2266  751.1820  751.1362  751.0950  751.0532  751.0164  750.9799  750.9493  750.9195  750.8966  750.8756    0.9640    1.2523  751.9752  751.9567  751.9369  751.9109  751.8844  751.8521  751.8199  751.7826  751.7458
   751.7045  751.6640  751.6196  751.5768  751.5303  751.4860  751.4387  751.3941  751.3469  751.3031  751.2573  751.2154  751.1722  751.1334  751.0940  751.0596  751.0251  750.9963  750.9682  750.9467  750.9268   -1.0845    1.0436  751.9755  751.9578  751.9386  751.9132
   751.8872  751.8556  751.8239  751.7870  751.7506  751.7095  751.6695  751.6252  751.5825  751.5361  751.4918  751.4444  751.3997  751.3524  751.3083  751.2624  751.2202  751.1768  751.1377  751.0981  751.0633  751.0285  750.9994  750.9710  750.9490  750.9289   -0.8435
     1.0436  751.9747  751.9559  751.9354  751.9085  751.8807  751.8471  751.8133  751.7742  751.7354  751.6919  751.6492  751.6024  751.5571  751.5080  751.4611  751.4111  751.3638  751.3140  751.2676  751.2195  751.1751  751.1297  751.0887  751.0472  751.0110  750.9749
   750.9447  750.9155  750.8930  750.8727   -0.6025    1.0436  751.9742  751.9547  751.9333  751.9053  751.8763  751.8412  751.8058  751.7650  751.7244  751.6791  751.6344  751.5857  751.5382  751.4872  751.4383  751.3862  751.3370  751.2854  751.2370  751.1871  751.1410
