  -0.602500  1.460985  0.129720
  -0.361500  1.460985  0.129785
  -0.120500  1.460985  0.130160
   0.120500  1.460985  0.130814
   0.361500  1.460985  0.131022
   0.602500  1.460985  0.131082
  -0.964000  1.252273  0.129656
  -0.723000  1.252273  0.129773
  -0.482000  1.252273  0.129820
  -0.241000  1.252273  0.130053
   0.000000  1.252273  0.130613
   0.241000  1.252273  0.130963
   0.482000  1.252273  0.131112
   0.723000  1.252273  0.131087
   0.964000  1.252273  0.131110
  -1.084500  1.043561  0.129738
  -0.843500  1.043561  0.129741
  -0.602500  1.043561  0.129776
  -0.361500  1.043561  0.129917
  -0.120500  1.043561  0.130189
   0.120500  1.043561  0.130742
   0.361500  1.043561  0.131053
   0.602500  1.043561  0.131186
   0.843500  1.043561  0.131161
   1.084500  1.043561  0.131111
  -1.205000  0.834848  0.129754
  -0.964000  0.834848  0.129828
  -0.723000  0.834848  0.129796
  -0.482000  0.834848  0.129843
  -0.241000  0.834848  0.130048
   0.000000  0.834848  0.130432
   0.241000  0.834848  0.130956
   0.482000  0.834848  0.131125
   0.723000  0.834848  0.131149
   0.964000  0.834848  0.131174
   1.205000  0.834848  0.131187
  -1.325500  0.626136  0.129859
  -1.084500  0.626136  0.129847
  -0.843500  0.626136  0.129878
  -0.602500  0.626136  0.129909
  -0.361500  0.626136  0.130072
  -0.120500  0.626136  0.130261
   0.120500  0.626136  0.130778
   0.361500  0.626136  0.131122
   0.602500  0.626136  0.131169
   0.843500  0.626136  0.131209
   1.084500  0.626136  0.131169
   1.325500  0.626136  0.131140
  -1.446000  0.417424  0.129862
  -1.205000  0.417424  0.129874
  -0.964000  0.417424  0.129936
  -0.723000  0.417424  0.129962
  -0.482000  0.417424  0.130128
  -0.241000  0.417424  0.130443
   0.000000  0.417424  0.130533
   0.241000  0.417424  0.130979
   0.482000  0.417424  0.131172
   0.723000  0.417424  0.131134
   0.964000  0.417424  0.131118
   1.205000  0.417424  0.131158
   1.446000  0.417424  0.131056
  -1.566500  0.208712  0.129968
  -1.325500  0.208712  0.130079
  -1.084500  0.208712  0.130118
  -0.843500  0.208712  0.130194
  -0.602500  0.208712  0.130275
  -0.361500  0.208712  0.130501
  -0.120500  0.208712  0.130592
   0.120500  0.208712  0.130953
   0.361500  0.208712  0.131004
   0.602500  0.208712  0.131033
   0.843500  0.208712  0.130932
   1.084500  0.208712  0.130987
   1.325500  0.208712  0.131022
   1.566500  0.208712  0.131015
  -1.446000  0.000000  0.130575
  -1.205000  0.000000  0.130496
  -0.964000  0.000000  0.130585
  -0.723000  0.000000  0.130556
  -0.482000  0.000000  0.130778
  -0.241000  0.000000  0.130853
   0.000000  0.000000  0.130935
   0.241000  0.000000  0.130802
   0.482000  0.000000  0.130554
   0.723000  0.000000  0.130650
   0.964000  0.000000  0.130516
   1.205000  0.000000  0.130721
   1.446000  0.000000  0.130731
  -1.566500 -0.208712  0.131000
  -1.325500 -0.208712  0.130885
  -1.084500 -0.208712  0.130943
  -0.843500 -0.208712  0.131048
  -0.602500 -0.208712  0.131004
  -0.361500 -0.208712  0.131117
  -0.120500 -0.208712  0.130963
   0.120500 -0.208712  0.130535
   0.361500 -0.208712  0.130274
   0.602500 -0.208712  0.130254
   0.843500 -0.208712  0.130238
   1.084500 -0.208712  0.130194
   1.325500 -0.208712  0.130173
   1.566500 -0.208712  0.130073
  -1.446000 -0.417424  0.131038
  -1.205000 -0.417424  0.131113
  -0.964000 -0.417424  0.131163
  -0.723000 -0.417424  0.131176
  -0.482000 -0.417424  0.131216
  -0.241000 -0.417424  0.131006
   0.000000 -0.417424  0.130474
   0.241000 -0.417424  0.130184
   0.482000 -0.417424  0.130042
   0.723000 -0.417424  0.130032
   0.964000 -0.417424  0.130004
   1.205000 -0.417424  0.129948
   1.446000 -0.417424  0.129924
  -1.325500 -0.626136  0.131069
  -1.084500 -0.626136  0.131138
  -0.843500 -0.626136  0.131203
  -0.602500 -0.626136  0.131241
  -0.361500 -0.626136  0.131145
  -0.120500 -0.626136  0.130861
   0.120500 -0.626136  0.130262
   0.361500 -0.626136  0.130083
   0.602500 -0.626136  0.130030
   0.843500 -0.626136  0.129999
   1.084500 -0.626136  0.129929
   1.325500 -0.626136  0.129926
  -1.205000 -0.834848  0.131158
  -0.964000 -0.834848  0.131258
  -0.723000 -0.834848  0.131195
  -0.482000 -0.834848  0.131221
  -0.241000 -0.834848  0.130981
   0.000000 -0.834848  0.130423
   0.241000 -0.834848  0.130046
   0.482000 -0.834848  0.129986
   0.723000 -0.834848  0.129976
   0.964000 -0.834848  0.129913
   1.205000 -0.834848  0.129828
  -1.084500 -1.043561  0.131215
  -0.843500 -1.043561  0.131200
  -0.602500 -1.043561  0.131221
  -0.361500 -1.043561  0.131077
  -0.120500 -1.043561  0.130765
   0.120500 -1.043561  0.130209
   0.361500 -1.043561  0.130033
   0.602500 -1.043561  0.129945
   0.843500 -1.043561  0.129969
   1.084500 -1.043561  0.129889
  -0.964000 -1.252273  0.131189
  -0.723000 -1.252273  0.131213
  -0.482000 -1.252273  0.131136
  -0.241000 -1.252273  0.130963
   0.000000 -1.252273  0.130385
   0.241000 -1.252273  0.130033
   0.482000 -1.252273  0.129892
   0.723000 -1.252273  0.129917
   0.964000 -1.252273  0.129827
  -0.602500 -1.460985  0.131151
  -0.361500 -1.460985  0.131038
  -0.120500 -1.460985  0.130812
   0.120500 -1.460985  0.130156
   0.361500 -1.460985  0.129902
   0.602500 -1.460985  0.129863
