    -0.6025    1.4610  284.7783  285.5969  286.4718  287.4005  288.3811  289.4097  290.4487  291.4830  292.5527  293.6532  294.7807  295.9302  297.0976  298.2775  299.4655  300.6561  301.8451  303.0268  304.1972  305.3510  306.4845  307.5928  308.6727  309.7113  310.6380  311.4964  312.3196  313.1054  313.8511  314.5969
    -0.3615    1.4610  284.7784  285.5975  286.4730  287.4026  288.3842  289.4139  290.4538  291.4895  292.5605  293.6624  294.7914  295.9423  297.1110  298.2922  299.4814  300.6732  301.8633  303.0461  304.2177  305.3727  306.5075  307.6172  308.6983  309.7379  310.6628  311.5222  312.3465  313.1334  313.8802  314.6271
    -0.1205    1.4610  284.8023  285.6447  286.5430  287.4947  288.4972  289.5465  290.5945  291.6474  292.7353  293.8538  294.9990  296.1660  297.3506  298.5474  299.7520  300.9590  302.1641  303.3617  304.5477  305.7169  306.8653  307.9879  309.0776  310.1002  311.0185  311.8868  312.7197  313.5147  314.2694  315.0251
     0.1205    1.4610  287.7586  288.5642  289.4260  290.3169  291.2145  292.1575  293.1431  294.1675  295.2272  296.3178  297.4354  298.5750  299.7325  300.9024  302.0803  303.2607  304.4394  305.6108  306.7707  307.9142  309.0343  310.0957  311.0548  311.9698  312.8542  313.7046  314.5197  315.2976  316.0351  316.7759
     0.3615    1.4610  287.7707  288.5884  289.4620  290.3612  291.2691  292.2220  293.2173  294.2513  295.3208  296.4211  297.5484  298.6978  299.8651  301.0449  302.2328  303.4233  304.6120  305.7934  306.9632  308.1162  309.2439  310.2957  311.2560  312.1775  313.0680  313.9244  314.7454  315.5289  316.2718  317.0186
     0.6025    1.4610  287.7708  288.5886  289.4625  290.3619  291.2703  292.2237  293.2197  294.2543  295.3244  296.4254  297.5536  298.7037  299.8718  301.0523  302.2410  303.4323  304.6218  305.8042  306.9751  308.1295  309.2586  310.3106  311.2722  312.1955  313.0878  313.9461  314.7689  315.5540  316.2982  317.0459
    -0.9640    1.2523  284.7782  285.5968  286.4717  287.4005  288.3811  289.4099  290.4490  291.4837  292.5537  293.6546  294.7826  295.9326  297.1005  298.2809  299.4695  300.6606  301.8500  303.0321  304.2029  305.3571  306.4908  307.5992  308.6791  309.7176  310.6434  311.5015  312.3241  313.1090  313.8536  314.5978
    -0.7230    1.2523  284.7863  285.6185  286.5121  287.4646  288.4735  289.5346  290.5985  291.6700  292.7796  293.9222  295.0938  296.2886  297.5020  298.7283  299.9625  301.1985  302.4317  303.6559  304.8665  306.0578  307.2256  308.3647  309.4651  310.4651  311.3789  312.2495  313.0805  313.8696  314.6139  315.3542
    -0.4820    1.2523  284.7863  285.6187  286.5126  287.4655  288.4752  289.5373  290.6023  291.6754  292.7869  293.9318  295.1060  296.3037  297.5204  298.7500  299.9876  301.2272  302.4637  303.6911  304.9047  306.0989  307.2692  308.4106  309.5125  310.5101  311.4239  312.2959  313.1281  313.9183  314.6636  315.4048
    -0.2410    1.2523  284.7984  285.6426  286.5484  287.5128  288.5335  289.6060  290.6754  291.7577  292.8782  294.0320  295.2147  296.4209  297.6458  298.8834  300.1290  301.3764  302.6207  303.8558  305.0772  306.2791  307.4569  308.6054  309.7114  310.6964  311.6120  312.4890  313.3261  314.1209  314.8709  315.6176
     0.0000    1.2523  287.7429  288.5391  289.3972  290.2919  291.1976  292.1536  293.1566  294.2024  295.2870  296.4055  297.5536  298.7258  299.9175  301.1225  302.3360  303.5519  304.7654  305.9702  307.1619  308.3347  309.4775  310.5235  311.4892  312.4200  313.3164  314.1750  314.9944  315.7722  316.5053  317.2366
     0.2410    1.2523  287.7786  288.6093  289.5012  290.4191  291.3530  292.3359  293.3649  294.4359  295.5450  296.6874  297.8587  299.0534  300.2668  301.4929  302.7268  303.9626  305.1953  306.4188  307.6285  308.8171  309.9592  310.9825  311.9574  312.8994  313.8060  314.6740  315.5017  316.2870  317.0269  317.7659
     0.4820    1.2523  287.7790  288.6104  289.5030  290.4215  291.3561  292.3398  293.3695  294.4411  295.5509  296.6939  297.8658  299.0611  300.2751  301.5019  302.7366  303.9732  305.2067  306.4313  307.6422  308.8321  309.9744  310.9986  311.9753  312.9195  313.8289  314.7001  315.5318  316.3217  317.0667  317.8121
