  5214.6372 6010.9292
    -0.6025    1.4610 5203.8203 5215.4395 5227.9248 5241.2812 5255.5298 5270.6802 5286.2427 5302.0454 5318.7695 5336.4473 5355.1304 5374.8599 5395.6934 5417.6694 5440.8423 5465.2363 5490.8877 5517.7900 5545.9434 5575.2983 5605.8081 5637.3667 5669.8735 5702.8882 5733.8755 5763.9399 5794.0576 5824.0435 5853.6631 5884.4736
    -0.3615    1.4610 5203.8223 5215.4463 5227.9370 5241.3022 5255.5620 5270.7275 5286.3013 5302.1216 5318.8662 5336.5679 5355.2778 5375.0366 5395.9033 5417.9170 5441.1338 5465.5781 5491.2871 5518.2583 5546.4922 5575.9424 5606.5635 5638.2524 5670.9053 5704.0688 5735.0894 5765.3262 5795.6318 5825.8130 5855.6313 5886.6431
    -0.1205    1.4610 5204.1611 5216.1182 5228.9409 5242.6328 5257.2139 5272.6934 5288.4258 5304.5576 5321.6318 5339.6855 5358.7788 5378.9541 5400.2773 5422.7939 5446.5635 5471.6147 5497.9883 5525.6836 5554.7026 5584.9976 5616.5205 5649.1499 5682.6699 5715.8765 5747.2480 5778.3345 5809.5059 5840.5674 5871.2642 5903.2407
     0.1205    1.4610 5246.4648 5258.2070 5270.9136 5284.2407 5297.8936 5312.5195 5328.1636 5344.8604 5362.6680 5381.6343 5401.8281 5423.3022 5446.1274 5470.3506 5496.0327 5523.1987 5551.8818 5582.0688 5613.7524 5646.8628 5681.2451 5715.7075 5748.5459 5781.4517 5814.7891 5848.3369 5881.9224 5915.3271 5948.2705 5982.6587
     0.3615    1.4610 5246.6411 5258.5605 5271.4468 5284.9062 5298.7285 5313.5298 5329.3569 5346.2510 5364.2725 5383.4746 5403.9282 5425.6899 5448.8354 5473.4121 5499.4858 5527.0830 5556.2402 5586.9448 5619.1870 5652.8999 5687.8647 5722.3696 5755.5845 5789.0737 5823.0151 5857.1948 5891.4370 5925.5215 5959.1543 5994.2979
     0.6025    1.4610 5246.6431 5258.5664 5271.4565 5284.9189 5298.7456 5313.5503 5329.3809 5346.2769 5364.3008 5383.5029 5403.9551 5425.7144 5448.8555 5473.4258 5499.4917 5527.0830 5556.2334 5586.9336 5619.1738 5652.8926 5687.8677 5722.3862 5755.6226 5789.1426 5823.1211 5857.3457 5891.6411 5925.7812 5959.4771 5994.6899
    -0.9640    1.2523 5203.8188 5215.4370 5227.9204 5241.2754 5255.5225 5270.6724 5286.2344 5302.0356 5318.7568 5336.4307 5355.1089 5374.8315 5395.6572 5417.6245 5440.7871 5465.1724 5490.8154 5517.7129 5545.8662 5575.2275 5605.7515 5637.3345 5669.8765 5702.9316 5733.9673 5764.0889 5794.2710 5824.3257 5854.0151 5884.8926
    -0.7230    1.2523 5203.9326 5215.7427 5228.4941 5242.1948 5256.8657 5272.5156 5288.4888 5304.9131 5322.3428 5340.8174 5360.3931 5381.1196 5403.0620 5426.2671 5450.7930 5476.6709 5503.9360 5532.5806 5562.5996 5593.9287 5626.5073 5660.2080 5694.6997 5727.8340 5759.6572 5791.4404 5823.1782 5854.6436 5885.5630 5917.5532
    -0.4820    1.2523 5203.9360 5215.7495 5228.5068 5242.2124 5256.8896 5272.5469 5288.5239 5304.9556 5322.3945 5340.8804 5360.4727 5381.2197 5403.1899 5426.4316 5451.0068 5476.9453 5504.2886 5533.0317 5563.1675 5594.6353 5627.3745 5661.2568 5695.9302 5729.1411 5761.1055 5793.0762 5825.0005 5856.6489 5887.7456 5919.9189
    -0.2410    1.2523 5204.1074 5216.0923 5229.0205 5242.8975 5257.7441 5273.5693 5289.6328 5306.2319 5323.8491 5342.5249 5362.3242 5383.2964 5405.5132 5429.0239 5453.8926 5480.1553 5507.8496 5536.9736 5567.5205 5599.4321 5632.6401 5667.0059 5702.0986 5735.1982 5767.4595 5799.8711 5832.2471 5864.3638 5895.9409 5928.6611
