   804.8426  773.4695  730.2795  686.1797  642.3561  599.3368  557.3806  516.6208  477.1248  438.6734  316.6661  300.9869
   888.4764  853.6522  805.3854  755.7407  706.0202  656.8072  608.3924  560.9299  514.5026  468.8576  323.2554  304.5737
   970.1311  931.9418  878.7250  823.6744  768.2050  712.9543  658.2437  604.2478  551.0646  498.4081  329.8094  308.2028
  1049.0611 1007.6256  949.6332  889.3666  828.3495  767.2719  706.4848  646.1826  586.4777  527.0523  336.2518  311.8223
  1124.5091 1079.9792 1017.4342  952.1945  885.8879  819.2540  752.6721  686.3554  620.4303  554.5486  342.5705  315.4497
  1195.7467 1148.3045 1081.4742 1011.5529  940.2663  868.4006  796.3618  724.3809  652.5975  580.6344  348.7083  319.0541
  1262.0875 1211.9434 1141.1367 1066.8708  990.9620  914.2398  837.1351  759.8952  682.6719  605.0615  354.6098  322.6047
  1322.8924 1270.2831 1195.8479 1117.6168 1037.4885  956.3325  874.6019  792.5591  710.3671  627.5980  360.2228  326.0718
  1377.5768 1322.7633 1245.0828 1163.3044 1079.4007  994.2764  908.4051  822.0624  735.4212  648.0320  365.4994  329.4285
  1425.6107 1368.8759 1288.3656 1203.4931 1116.2953 1027.7076  938.2213  848.1237  757.5966  666.1712  370.3956  332.6494
  1466.5159 1408.1625 1325.2673 1237.7857 1147.8090 1056.2984  963.7598  870.4907  776.6801  681.8432  374.8724  335.7123
  1499.8866 1440.2327 1355.4200 1265.8399 1173.6266 1079.7625  984.7651  888.9398  792.4815  694.8927  378.8890  338.5910
  1525.4004 1464.7711 1378.5200 1287.3650 1193.4731 1097.8419 1000.9982  903.2531  804.8061  705.1497  382.3592  341.2102
  1542.8504 1481.5821 1394.3859 1302.1936 1207.1932 1110.3928 1012.3248  913.3045  813.5344  712.5007  385.1864  343.4735
  1551.9952 1490.4397 1402.8152 1310.1486 1214.6375 1117.2942 1018.6540  919.0339  818.6377  716.9488  387.4771  345.5007
  1552.6314 1491.1490 1403.6257 1311.0627 1215.6543 1118.4114 1019.8683  920.3413  820.0342  718.4306  389.2271  347.2952
  1544.6704 1483.5940 1396.6690 1304.7600 1210.0475 1113.5352 1015.7532  917.0149  817.5213  716.7596  390.3133  348.7509
  1528.4058 1468.0511 1382.1862 1291.4336 1197.9495 1102.7263 1006.2875  908.9424  810.8891  711.6219  390.0749  349.1748
  1504.1394 1444.8482 1360.5446 1271.4939 1179.8164 1086.4873  992.0204  896.7186  800.7753  703.6950  389.3154  349.3423
  1472.1161 1414.2233 1331.9729 1245.1602 1155.8585 1065.0204  973.1467  880.5320  787.3632  693.1586  388.2048  349.4327
  1432.6621 1376.4908 1296.7677 1212.7100 1126.3327 1038.5607  949.8792  860.5720  770.8187  680.1538  386.8023  349.5028
  1386.1534 1332.0091 1255.2621 1174.4487 1091.5156 1007.3548  922.4329  837.0215  751.2909  664.7955  385.1107  349.5437
  1333.0561 1281.2250 1207.8741 1130.7629 1051.7600  971.7200  891.0884  810.1227  728.9830  647.2460  383.1581  349.5675
  1273.8807 1224.6263 1155.0582 1082.0708 1007.4456  931.9956  856.1426  780.1286  704.1021  627.6648  380.9481  349.5585
  1209.2156 1162.7769 1097.3427 1028.8614  959.0196  888.5849  817.9531  747.3493  676.9092  606.2619  378.5233  349.5384
  1139.6828 1096.2706 1035.2797  971.6419  906.9414  841.8970  776.8769  712.0876  647.6512  583.2262  375.8821  349.4821
  1065.9735 1025.7695  969.4882  910.9838  851.7320  792.3998  733.3258  674.6969  616.6210  558.7872  373.0458  349.3846
   988.8066  951.9596  900.6058  847.4713  793.9186  740.5598  687.7026  635.5130  584.0832  533.1341  369.9517  349.1509
   908.9581  875.5824  829.3215  781.7345  734.0649  686.8672  640.4148  594.8501  550.2464  506.3543  366.2662  348.3723
   827.4255  797.5860  756.5075  714.5584  672.8604  631.9098  591.9469  553.0933  515.4087  478.6798  362.0632  347.1366
