    -0.6025    1.4610  750.4758  748.7508  746.7761  744.2016  741.3903  738.3775  735.1892  731.8418  728.3644  724.7750  721.1045  717.3714  713.6073  709.8290  706.1002  701.5326  696.8031  692.1860  687.7136  683.3995  679.2725  675.3409  671.6299  668.1425  664.9002
   661.9007  659.1620  656.6749  654.4896  652.2454   -0.3615    1.4610  750.4757  748.7505  746.7756  744.2009  741.3894  738.3766  735.1883  731.8411  728.3639  724.7752  721.1056  717.3739  713.6113  709.8352  706.1085  701.5474  696.8210  692.2071  687.7376  683.4262
   679.3016  675.3720  671.6629  668.1770  664.9358  661.9372  659.1995  656.7139  654.5289  652.3047   -0.1205    1.4610  750.4753  748.7496  746.7740  744.1989  741.3871  738.3740  735.1854  731.8381  728.3607  724.7717  721.1017  717.3693  713.6058  709.8284  706.1004
   701.5360  696.8071  692.1904  687.7181  683.4035  679.2758  675.3429  671.6302  668.1406  664.8958  661.8932  659.1517  656.6624  654.4765  652.2290    0.1205    1.4610  750.4755  748.7500  746.7749  744.2001  741.3888  738.3764  735.1886  731.8422  728.3662  724.7787
   721.1104  717.3801  713.6192  709.8445  706.1192  701.5637  696.8386  692.2256  687.7567  683.4451  679.3196  675.3882  671.6764  668.1869  664.9416  661.9381  659.1949  656.7030  654.5123  652.2700    0.3615    1.4610  750.4758  748.7505  746.7754  744.2001  741.3878
   738.3739  735.1842  731.8352  728.3561  724.7651  721.0932  717.3588  713.5937  709.8149  706.0862  701.5150  696.7867  692.1715  687.7016  683.3901  679.2660  675.3373  671.6290  668.1441  664.9040  661.9063  659.1697  656.6854  654.5028  652.2722    0.6025    1.4610
   750.4757  748.7503  746.7755  744.2010  741.3898  738.3773  735.1893  731.8424  728.3655  724.7769  721.1071  717.3750  713.6118  709.8346  706.1068  701.5440  696.8153  692.1987  687.7266  683.4124  679.2851  675.3529  671.6412  668.1528  664.9094  661.9086  659.1690
   656.6810  654.4951  652.2539   -0.9640    1.2523  750.4760  748.7512  746.7767  744.2021  741.3909  738.3778  735.1892  731.8412  728.3632  724.7732  721.1021  717.3684  713.6036  709.8248  706.0956  701.5258  696.7957  692.1782  687.7053  683.3907  679.2631  675.3308
   671.6190  668.1304  664.8868  661.8855  659.1454  656.6571  654.4721  652.2232   -0.7230    1.2523  750.4431  748.6641  746.5871  743.8909  740.9460  737.7816  734.4266  730.9002  727.2344  723.4500  719.5810  715.6485  711.6860  707.7285  703.3699  698.3169  693.3719
   688.5554  683.9014  679.4248  675.1556  671.1026  667.2922  663.7272  660.4299  657.3962  654.6652  652.0496  649.1007  646.2075   -0.4820    1.2523  750.4427  748.6629  746.5846  743.8868  740.9397  737.7727  734.4143  730.8838  727.2131  723.4229  719.5469  715.6062
