  5264.6753 5273.5942
    -0.6025    1.4610 5264.7676 5264.8975 5265.0659 5265.2637 5265.4927 5265.7437 5266.0210 5266.3135 5266.6270 5266.9517 5267.2910 5267.6372 5267.9932 5268.3511 5268.7134 5269.0732 5269.4326 5269.7832 5270.1289 5270.4624 5270.7852 5271.0898 5271.3799 5271.6465 5271.8936 5272.1113 5272.3047 5272.4639 5272.5898 5272.6719
    -0.3615    1.4610 5264.7671 5264.8945 5265.0610 5265.2554 5265.4805 5265.7285 5266.0015 5266.2915 5266.6016 5266.9238 5267.2617 5267.6069 5267.9619 5268.3198 5268.6831 5269.0430 5269.4033 5269.7554 5270.1025 5270.4360 5270.7598 5271.0645 5271.3545 5271.6211 5271.8682 5272.0859 5272.2788 5272.4375 5272.5645 5272.6484
    -0.1205    1.4610 5264.7676 5264.8970 5265.0645 5265.2598 5265.4868 5265.7363 5266.0107 5266.3013 5266.6123 5266.9351 5267.2725 5267.6172 5267.9717 5268.3276 5268.6895 5269.0479 5269.4067 5269.7578 5270.1045 5270.4385 5270.7622 5271.0684 5271.3599 5271.6284 5271.8770 5272.0977 5272.2930 5272.4536 5272.5825 5272.6675
     0.1205    1.4610 5264.7676 5264.8965 5265.0645 5265.2612 5265.4893 5265.7397 5266.0156 5266.3091 5266.6221 5266.9468 5267.2876 5267.6343 5267.9917 5268.3506 5268.7144 5269.0747 5269.4355 5269.7871 5270.1338 5270.4668 5270.7896 5271.0938 5271.3833 5271.6484 5271.8936 5272.1099 5272.3008 5272.4575 5272.5811 5272.6626
     0.3615    1.4610 5264.7676 5264.8965 5265.0645 5265.2607 5265.4888 5265.7388 5266.0142 5266.3062 5266.6182 5266.9414 5267.2798 5267.6240 5267.9785 5268.3340 5268.6943 5269.0513 5269.4087 5269.7573 5270.1021 5270.4331 5270.7544 5271.0581 5271.3472 5271.6133 5271.8604 5272.0786 5272.2720 5272.4307 5272.5566 5272.6396
     0.6025    1.4610 5264.7676 5264.8965 5265.0645 5265.2603 5265.4868 5265.7354 5266.0083 5266.2979 5266.6074 5266.9292 5267.2656 5267.6094 5267.9629 5268.3193 5268.6812 5269.0400 5269.3994 5269.7505 5270.0977 5270.4326 5270.7578 5271.0654 5271.3584 5271.6284 5271.8794 5272.1021 5272.2998 5272.4629 5272.5942 5272.6807
    -0.9640    1.2523 5264.7681 5264.8979 5265.0669 5265.2642 5265.4932 5265.7446 5266.0210 5266.3135 5266.6265 5266.9507 5267.2896 5267.6353 5267.9907 5268.3467 5268.7075 5269.0659 5269.4233 5269.7734 5270.1177 5270.4492 5270.7710 5271.0747 5271.3633 5271.6284 5271.8740 5272.0913 5272.2827 5272.4404 5272.5659 5272.6484
    -0.7230    1.2523 5264.7744 5264.9121 5265.0913 5265.3003 5265.5435 5265.8081 5266.1011 5266.4111 5266.7427 5267.0864 5267.4453 5267.8115 5268.1890 5268.5669 5268.9512 5269.3315 5269.7114 5270.0835 5270.4487 5270.8008 5271.1416 5271.4634 5271.7686 5272.0493 5272.3091 5272.5381 5272.7397 5272.9053 5273.0366 5273.1221
    -0.4820    1.2523 5264.7749 5264.9141 5265.0947 5265.3052 5265.5493 5265.8164 5266.1094 5266.4204 5266.7529 5267.0977 5267.4585 5267.8262 5268.2051 5268.5859 5268.9717 5269.3545 5269.7368 5270.1104 5270.4775 5270.8306 5271.1719 5271.4937 5271.7979 5272.0781 5272.3350 5272.5615 5272.7612 5272.9238 5273.0522 5273.1343
    -0.2410    1.2523 5264.7739 5264.9116 5265.0898 5265.2988 5265.5400 5265.8062 5266.0981 5266.4082 5266.7402 5267.0840 5267.4438 5267.8110 5268.1890 5268.5684 5268.9536 5269.3354 5269.7178 5270.0913 5270.4595 5270.8130 5271.1567 5271.4810 5271.7896 5272.0728 5272.3350 5272.5669 5272.7710 5272.9380 5273.0698 5273.1558
