     -0.603     1.461    56.718    32.857    22.968    17.569    14.179    11.862    10.186     8.925     7.948     7.177     6.559     6.061     5.658     5.334     5.079     4.880     4.736     4.644     4.605     4.620
      4.697     4.845     5.083     5.439     5.959     6.729     7.910     9.856    13.507    22.404    -0.361     1.461    56.718    32.857    22.968    17.569    14.179    11.862    10.186     8.925     7.948     7.177
      6.559     6.061     5.658     5.334     5.079     4.881     4.737     4.645     4.606     4.621     4.698     4.847     5.085     5.440     5.961     6.731     7.913     9.859    13.512    22.414    -0.120     1.461
     56.718    32.857    22.968    17.569    14.179    11.862    10.186     8.925     7.948     7.177     6.559     6.061     5.658     5.334     5.079     4.881     4.737     4.645     4.605     4.621     4.697     4.846
      5.083     5.439     5.959     6.729     7.910     9.855    13.505    22.402     0.120     1.461    56.718    32.857    22.968    17.569    14.179    11.862    10.186     8.925     7.949     7.177     6.560     6.061
      5.659     5.335     5.080     4.882     4.738     4.646     4.607     4.622     4.699     4.848     5.085     5.441     5.962     6.732     7.913     9.858    13.510    22.408     0.361     1.461    56.718    32.857
     22.968    17.569    14.179    11.862    10.186     8.924     7.948     7.176     6.558     6.060     5.657     5.333     5.078     4.880     4.736     4.644     4.604     4.620     4.697     4.845     5.083     5.439
      5.959     6.729     7.911     9.857    13.509    22.409     0.603     1.461    56.718    32.857    22.968    17.569    14.179    11.862    10.186     8.925     7.949     7.177     6.560     6.061     5.658     5.334
      5.079     4.881     4.737     4.645     4.605     4.621     4.698     4.846     5.084     5.439     5.960     6.730     7.911     9.856    13.508    22.406    -0.964     1.252    56.719    32.857    22.968    17.569
     14.179    11.862    10.186     8.925     7.948     7.177     6.559     6.060     5.657     5.333     5.078     4.880     4.736     4.644     4.604     4.620     4.697     4.845     5.083     5.438     5.958     6.728
      7.909     9.854    13.505    22.401    -0.723     1.252    51.211    29.648    20.707    15.822    12.753    10.653     9.132     7.987     7.099     6.397     5.834     5.378     5.009     4.712     4.476     4.291
      4.155     4.065     4.022     4.028     4.088     4.211     4.411     4.714     5.160     5.822     6.842     8.527    11.682    19.364    -0.482     1.252    51.211    29.648    20.707    15.822    12.752    10.652
      9.132     7.986     7.098     6.395     5.832     5.376     5.007     4.709     4.473     4.287     4.150     4.060     4.017     4.022     4.081     4.203     4.402     4.703     5.148     5.808     6.825     8.503
     11.648    19.305    -0.241     1.252    51.210    29.648    20.707    15.822    12.752    10.652     9.132     7.986     7.098     6.396     5.832     5.376     5.007     4.710     4.473     4.287     4.151     4.061
      4.018     4.023     4.082     4.203     4.403     4.704     5.148     5.808     6.825     8.503    11.648    19.305     0.000     1.252    51.210    29.648    20.707    15.822    12.752    10.652     9.132     7.986
      7.098     6.395     5.832     5.376     5.007     4.710     4.473     4.287     4.151     4.061     4.017     4.023     4.082     4.203     4.403     4.704     5.148     5.808     6.825     8.504    11.649    19.305
      0.241     1.252    51.210    29.648    20.707    15.822    12.752    10.652     9.131     7.985     7.097     6.395     5.831     5.375     5.006     4.708     4.471     4.286     4.149     4.059     4.015     4.020
