   777.2126  746.9774  705.4616  663.1906  621.3123  580.3363  540.5110  501.9630  464.7546  428.6784  314.4651  299.7940  841.8685  808.9718  763.5397  716.9903  670.5610  624.8040  579.9923  536.2688  493.7077  452.0756  319.6388  302.6502  904.9902  869.4991  820.2498  769.5307  718.6662  668.2504  618.5799  569.8134
   522.0370  474.9916  324.7994  305.5539  966.0065  928.0119  875.0787  820.3351  765.1894  710.2760  655.9145  602.2788  549.4664  497.1937  329.8556  308.4312 1024.3372  983.9565  927.5117  868.9313  809.7036  750.5015  691.6664  633.3868  575.7710  518.5119  334.8171  311.3146 1079.4210 1036.7948  977.0449  914.8528
   851.7823  788.5421  725.4946  662.8416  600.7017  538.7458  339.6436  314.1843 1130.7285 1086.0193 1023.2031  957.6597  891.0227  824.0345  757.0763  690.3629  624.0223  557.7046  344.2934  317.0176 1177.7668 1131.1576 1065.5437  996.9420  927.0497  856.6399  786.1110  715.6895  645.5120  575.2100  348.7266  319.7921
  1220.0853 1171.7776 1103.6621 1032.3249  959.5203  886.0484  812.3236  738.5824  664.9692  591.0987  352.9068  322.4876 1257.2772 1207.4894 1137.1930 1063.4702  988.1247  911.9805  835.4655  758.8254  682.2112  605.2231  356.8001  325.0844 1288.9779 1237.9436 1165.8093 1090.0749 1012.5859  934.1861  855.3149  776.2257
   697.0752  617.4512  360.3766  327.5655 1314.8785 1262.8439 1189.2335 1111.8821 1032.6684  952.4524  871.6827  790.6188  709.4221  627.6701  363.6093  329.9147 1334.7284 1281.9495 1207.2393 1128.6815 1048.1795  966.6052  884.4140  801.8698  719.1375  635.7873  366.4763  332.1190 1348.3353 1295.0733 1219.6481 1140.3045
  1058.9620  976.4999  893.3778  809.8628  726.1218  641.7199  368.9512  334.1594 1355.5852 1302.1022 1226.3472 1146.6390 1064.9042  982.0259  898.4660  814.4928  730.2745  645.3740  370.9641  335.9698 1356.4299 1302.9946 1227.3038 1147.6598 1065.9872  983.1684  899.6649  815.7450  731.5768  646.7237  372.4619  337.4909
  1350.8242 1297.7094 1222.4835 1143.3403 1062.1936  979.9203  896.9791  813.6366  730.0598  645.8147  373.5381  338.8232 1338.8172 1286.2936 1211.9301 1133.7212 1053.5603  972.3149  890.4383  808.1937  725.7454  642.6653  374.1994  339.9719 1320.5440 1268.8759 1195.7632 1118.9121 1040.1868  960.4411  880.1203  799.4825
   718.6885  637.3185  374.4500  340.9363 1296.1937 1245.6369 1174.1509 1099.0677 1022.2137  944.4245  866.1354  787.5977  708.9677  629.8359  374.2965  341.7160 1266.0220 1216.8209 1147.3207 1074.3973  999.8312  924.4357  848.6336  772.6683  696.6899  620.3022  373.7501  342.3126 1230.3348 1182.7202 1115.5453 1045.1525
   973.2681  900.6797  827.7956  754.8495  681.9843  608.8194  372.8242  342.7284 1189.5035 1143.6901 1079.1564 1011.6389  942.8029  873.4066  803.8415  734.3306  665.0088  595.5127  371.5370  342.9676 1143.9342 1100.1193 1038.5170  974.1917  908.7409  842.8904  777.0131  711.3197  645.9365  580.5193  369.9076  343.0347
  1094.0859 1052.4468  994.0368  933.1890  871.4266  809.4403  747.5829  686.0518  624.9635  563.9947  367.9595  342.9358 1040.4410 1001.1331  946.1444  889.0246  831.2181  773.3773  715.8336  658.7699  602.2922  546.0998  365.7157  342.6768  983.5389  946.6930  895.3185  842.1381  788.5132  735.0563  682.0761  629.7406
   578.1445  527.0105  363.2045  342.2671  923.9427  889.6669  842.0644  792.9952  743.7344  694.8537  646.6385  599.2417  552.7468  506.9012  360.4301  341.6909  862.2571  830.6346  786.9263  742.1009  697.3442  653.1854  609.8858  567.5826  526.3479  485.9558  357.3642  340.8938  799.2629  770.3496  730.6167  690.1235
   649.9645  610.6257  572.3441  535.2408  499.3759  464.5500  354.2039  340.0440
