     -0.603     1.461    59.319    34.392    24.065    18.429    14.894    12.478    10.732     9.420     8.405     7.604     6.964     6.448     6.032     5.699     5.438     5.239     5.096     5.008     4.976     5.003
      5.096     5.266     5.534     5.931     6.508     7.359     8.661    10.801    14.812    24.589    -0.361     1.461    59.319    34.392    24.065    18.430    14.894    12.478    10.733     9.420     8.405     7.604
      6.964     6.449     6.033     5.700     5.438     5.240     5.097     5.009     4.977     5.004     5.097     5.269     5.537     5.934     6.512     7.363     8.666    10.807    14.820    24.602    -0.120     1.461
     59.319    34.392    24.065    18.429    14.893    12.478    10.732     9.420     8.405     7.604     6.964     6.448     6.032     5.699     5.437     5.239     5.096     5.008     4.976     5.003     5.097     5.268
      5.536     5.933     6.511     7.362     8.664    10.806    14.818    24.598     0.120     1.461    59.319    34.392    24.065    18.429    14.893    12.478    10.732     9.420     8.405     7.604     6.964     6.448
      6.033     5.700     5.438     5.239     5.096     5.008     4.976     5.002     5.095     5.266     5.534     5.930     6.507     7.357     8.659    10.799    14.809    24.585     0.361     1.461    59.319    34.392
     24.065    18.429    14.893    12.478    10.732     9.420     8.405     7.604     6.964     6.449     6.033     5.700     5.438     5.240     5.097     5.009     4.977     5.004     5.097     5.268     5.536     5.933
      6.510     7.361     8.663    10.804    14.815    24.591     0.603     1.461    59.319    34.392    24.065    18.430    14.894    12.478    10.733     9.420     8.405     7.605     6.964     6.449     6.033     5.700
      5.438     5.240     5.096     5.008     4.976     5.003     5.096     5.266     5.534     5.930     6.507     7.357     8.659    10.799    14.808    24.583    -0.964     1.252    59.319    34.392    24.065    18.429
     14.893    12.478    10.732     9.420     8.405     7.604     6.964     6.448     6.032     5.699     5.438     5.239     5.096     5.008     4.976     5.003     5.095     5.266     5.534     5.930     6.507     7.357
      8.659    10.798    14.807    24.581    -0.723     1.252    53.560    31.035    21.699    16.601    13.399    11.211     9.627     8.436     7.513     6.784     6.200     5.729     5.348     5.042     4.801     4.614
