    1 4.319028
    2 4.323398
    3 4.332229
    4 4.342634
    5 4.354420
    6 4.366770
    7 4.379469
    8 4.392737
    9 4.406472
   10 4.420852
   11 4.435812
   12 4.451447
   13 4.467703
   14 4.484520
   15 4.502729
   16 4.524990
   17 4.550507
   18 4.576567
   19 4.602918
   20 4.629157
   21 4.655246
   22 4.680764
   23 4.705717
   24 4.729667
   25 4.752656
   26 4.774258
   27 4.794498
   28 4.812671
   29 4.830806
   30 4.850125
   31 4.859618
