    1 4.328530
    2 4.327983
    3 4.326266
    4 4.323506
    5 4.319613
    6 4.314890
    7 4.309293
    8 4.303175
    9 4.296492
   10 4.289618
   11 4.282498
   12 4.275499
   13 4.268544
   14 4.261960
   15 4.255645
   16 4.249867
   17 4.244502
   18 4.239752
   19 4.235482
   20 4.231832
   21 4.228667
   22 4.226072
   23 4.223927
   24 4.222263
   25 4.220980
   26 4.220062
   27 4.219436
   28 4.219044
   29 4.218847
   30 4.218762
   31 4.218755
